"","Taxon","Family","Order","Year","Clean_code","IUCNName","mass"
"579","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2007,"NE","Dendrolirium lasiopetalum",0
"580","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2008,"NE","Dendrolirium lasiopetalum",0
"581","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2009,"NE","Dendrolirium lasiopetalum",0
"582","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2010,"NE","Dendrolirium lasiopetalum",0
"583","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2011,"NE","Dendrolirium lasiopetalum",0
"584","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2012,"NE","Dendrolirium lasiopetalum",0
"585","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2013,"NE","Dendrolirium lasiopetalum",0
"586","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2014,"NE","Dendrolirium lasiopetalum",0
"587","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2015,"NE","Dendrolirium lasiopetalum",0
"588","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2016,"NE","Dendrolirium lasiopetalum",0
"589","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2017,"NE","Dendrolirium lasiopetalum",0
"590","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2018,"NE","Dendrolirium lasiopetalum",0
"591","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2019,"NE","Dendrolirium lasiopetalum",0
"592","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2020,"NE","Dendrolirium lasiopetalum",0
"593","Dypsis decaryi","Palmae","Arecales",2000,"VU","Dypsis decaryi",0
"594","Dypsis decaryi","Palmae","Arecales",2001,"VU","Dypsis decaryi",30
"595","Dypsis decaryi","Palmae","Arecales",2002,"VU","Dypsis decaryi",0
"596","Dypsis decaryi","Palmae","Arecales",2003,"VU","Dypsis decaryi",0
"597","Dypsis decaryi","Palmae","Arecales",2004,"VU","Dypsis decaryi",0
"598","Dypsis decaryi","Palmae","Arecales",2005,"VU","Dypsis decaryi",0
"599","Dypsis decaryi","Palmae","Arecales",2006,"VU","Dypsis decaryi",0
"600","Dypsis decaryi","Palmae","Arecales",2007,"VU","Dypsis decaryi",0
"601","Dypsis decaryi","Palmae","Arecales",2008,"VU","Dypsis decaryi",320
"602","Dypsis decaryi","Palmae","Arecales",2009,"VU","Dypsis decaryi",0
"603","Dypsis decaryi","Palmae","Arecales",2010,"VU","Dypsis decaryi",0
"604","Dypsis decaryi","Palmae","Arecales",2011,"VU","Dypsis decaryi",0
"605","Dypsis decaryi","Palmae","Arecales",2012,"VU","Dypsis decaryi",0
"606","Dypsis decaryi","Palmae","Arecales",2013,"VU","Dypsis decaryi",0
"607","Dypsis decaryi","Palmae","Arecales",2014,"VU","Dypsis decaryi",0
"608","Dypsis decaryi","Palmae","Arecales",2015,"VU","Dypsis decaryi",0
"609","Dypsis decaryi","Palmae","Arecales",2016,"VU","Dypsis decaryi",0
"610","Dypsis decaryi","Palmae","Arecales",2017,"VU","Dypsis decaryi",0
"611","Dypsis decaryi","Palmae","Arecales",2018,"VU","Dypsis decaryi",0
"612","Dypsis decaryi","Palmae","Arecales",2019,"VU","Dypsis decaryi",0
"613","Dypsis decaryi","Palmae","Arecales",2020,"VU","Dypsis decaryi",0
"614","Echinopsis pachanoi","Cactaceae","Caryophyllales",2000,"NE","Echinopsis pachanoi",0
"615","Echinopsis pachanoi","Cactaceae","Caryophyllales",2001,"NE","Echinopsis pachanoi",0
"616","Echinopsis pachanoi","Cactaceae","Caryophyllales",2002,"NE","Echinopsis pachanoi",0
"617","Echinopsis pachanoi","Cactaceae","Caryophyllales",2003,"NE","Echinopsis pachanoi",0
"618","Echinopsis pachanoi","Cactaceae","Caryophyllales",2004,"NE","Echinopsis pachanoi",0
"619","Echinopsis pachanoi","Cactaceae","Caryophyllales",2005,"NE","Echinopsis pachanoi",0
"620","Echinopsis pachanoi","Cactaceae","Caryophyllales",2006,"NE","Echinopsis pachanoi",0
"621","Echinopsis pachanoi","Cactaceae","Caryophyllales",2007,"NE","Echinopsis pachanoi",0
"622","Echinopsis pachanoi","Cactaceae","Caryophyllales",2008,"NE","Echinopsis pachanoi",0
"623","Echinopsis pachanoi","Cactaceae","Caryophyllales",2009,"NE","Echinopsis pachanoi",0
"624","Echinopsis pachanoi","Cactaceae","Caryophyllales",2010,"NE","Echinopsis pachanoi",0
"625","Echinopsis pachanoi","Cactaceae","Caryophyllales",2011,"NE","Echinopsis pachanoi",4.4
"626","Echinopsis pachanoi","Cactaceae","Caryophyllales",2012,"NE","Echinopsis pachanoi",0
"627","Echinopsis pachanoi","Cactaceae","Caryophyllales",2013,"LC","Echinopsis pachanoi",0
"628","Echinopsis pachanoi","Cactaceae","Caryophyllales",2014,"LC","Echinopsis pachanoi",0
"629","Echinopsis pachanoi","Cactaceae","Caryophyllales",2015,"LC","Echinopsis pachanoi",0
"630","Echinopsis pachanoi","Cactaceae","Caryophyllales",2016,"LC","Echinopsis pachanoi",0
"631","Echinopsis pachanoi","Cactaceae","Caryophyllales",2017,"LC","Echinopsis pachanoi",0
"632","Echinopsis pachanoi","Cactaceae","Caryophyllales",2018,"LC","Echinopsis pachanoi",0
"633","Echinopsis pachanoi","Cactaceae","Caryophyllales",2019,"LC","Echinopsis pachanoi",0
"634","Echinopsis pachanoi","Cactaceae","Caryophyllales",2020,"LC","Echinopsis pachanoi",0
"635","Eulychnia acida","Cactaceae","Caryophyllales",2000,"NE","Eulychnia acida",0
"636","Eulychnia acida","Cactaceae","Caryophyllales",2001,"NE","Eulychnia acida",0
"637","Eulychnia acida","Cactaceae","Caryophyllales",2002,"NE","Eulychnia acida",0
"638","Eulychnia acida","Cactaceae","Caryophyllales",2003,"NE","Eulychnia acida",0
"639","Eulychnia acida","Cactaceae","Caryophyllales",2004,"NE","Eulychnia acida",0
"640","Eulychnia acida","Cactaceae","Caryophyllales",2005,"NE","Eulychnia acida",0
"641","Eulychnia acida","Cactaceae","Caryophyllales",2006,"NE","Eulychnia acida",0
"642","Eulychnia acida","Cactaceae","Caryophyllales",2007,"NE","Eulychnia acida",0
"643","Eulychnia acida","Cactaceae","Caryophyllales",2008,"NE","Eulychnia acida",0
"644","Eulychnia acida","Cactaceae","Caryophyllales",2009,"NE","Eulychnia acida",1500
"645","Eulychnia acida","Cactaceae","Caryophyllales",2010,"NE","Eulychnia acida",2556
"646","Eulychnia acida","Cactaceae","Caryophyllales",2011,"NE","Eulychnia acida",2295
"647","Eulychnia acida","Cactaceae","Caryophyllales",2012,"NE","Eulychnia acida",1402
"648","Eulychnia acida","Cactaceae","Caryophyllales",2013,"LC","Eulychnia acida",876
"649","Eulychnia acida","Cactaceae","Caryophyllales",2014,"LC","Eulychnia acida",0
"650","Eulychnia acida","Cactaceae","Caryophyllales",2015,"LC","Eulychnia acida",0
"651","Eulychnia acida","Cactaceae","Caryophyllales",2016,"LC","Eulychnia acida",0
"652","Eulychnia acida","Cactaceae","Caryophyllales",2017,"LC","Eulychnia acida",0
"653","Eulychnia acida","Cactaceae","Caryophyllales",2018,"LC","Eulychnia acida",0
"654","Eulychnia acida","Cactaceae","Caryophyllales",2019,"LC","Eulychnia acida",0
"655","Eulychnia acida","Cactaceae","Caryophyllales",2020,"LC","Eulychnia acida",0
"656","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2000,"NE","Euphorbia antiquorum",0
"657","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2001,"NE","Euphorbia antiquorum",0
"658","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2002,"NE","Euphorbia antiquorum",0
"659","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2003,"NE","Euphorbia antiquorum",0
"660","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2004,"NE","Euphorbia antiquorum",0
"661","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2005,"NE","Euphorbia antiquorum",0
"662","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2006,"NE","Euphorbia antiquorum",0
"663","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2007,"NE","Euphorbia antiquorum",0
"664","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2008,"NE","Euphorbia antiquorum",0
"665","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2009,"NE","Euphorbia antiquorum",34000
"666","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2010,"NE","Euphorbia antiquorum",0
"667","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2011,"NE","Euphorbia antiquorum",15000
"668","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2012,"NE","Euphorbia antiquorum",0
"669","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2013,"NE","Euphorbia antiquorum",0
"670","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2014,"NE","Euphorbia antiquorum",0
"671","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2015,"NE","Euphorbia antiquorum",0
"672","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2016,"NE","Euphorbia antiquorum",0
"673","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2017,"NE","Euphorbia antiquorum",0
"674","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2018,"NE","Euphorbia antiquorum",0
"675","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2019,"NE","Euphorbia antiquorum",0
"676","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales",2020,"NE","Euphorbia antiquorum",0
"677","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2000,"NE","Euphorbia antisyphilitica",0
"678","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2001,"NE","Euphorbia antisyphilitica",41000
"679","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2002,"NE","Euphorbia antisyphilitica",195000
"680","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2003,"NE","Euphorbia antisyphilitica",191525
"681","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2004,"NE","Euphorbia antisyphilitica",218900
"682","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2005,"NE","Euphorbia antisyphilitica",231525
"683","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2006,"NE","Euphorbia antisyphilitica",233000
"684","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2007,"NE","Euphorbia antisyphilitica",254100
"685","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2008,"NE","Euphorbia antisyphilitica",273200
"686","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2009,"NE","Euphorbia antisyphilitica",1084034.766572
"687","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2010,"NE","Euphorbia antisyphilitica",1428966.8755
"688","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2011,"NE","Euphorbia antisyphilitica",1572473.5
"689","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2012,"NE","Euphorbia antisyphilitica",1550244.7
"690","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2013,"NE","Euphorbia antisyphilitica",1438865.6
"691","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2014,"NE","Euphorbia antisyphilitica",1118123
"692","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2015,"NE","Euphorbia antisyphilitica",978524.5
"693","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2016,"NE","Euphorbia antisyphilitica",1499407.1
"694","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2017,"NE","Euphorbia antisyphilitica",1194406.35
"695","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2018,"NE","Euphorbia antisyphilitica",1200894.72
"696","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2019,"NE","Euphorbia antisyphilitica",588466.47
"697","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales",2020,"NE","Euphorbia antisyphilitica",484062
"698","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2000,"NE","Euphorbia resinifera",0
"699","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2001,"NE","Euphorbia resinifera",0
"700","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2002,"NE","Euphorbia resinifera",0
"701","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2003,"NE","Euphorbia resinifera",50
"702","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2004,"NE","Euphorbia resinifera",0
"703","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2005,"NE","Euphorbia resinifera",0
"704","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2006,"NE","Euphorbia resinifera",25
"705","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2007,"NE","Euphorbia resinifera",0
"706","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2008,"NE","Euphorbia resinifera",0.04
"707","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2009,"NE","Euphorbia resinifera",0
"708","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2010,"NE","Euphorbia resinifera",0.00016
"709","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2011,"NE","Euphorbia resinifera",0
"710","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2012,"NE","Euphorbia resinifera",0
"711","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2013,"NE","Euphorbia resinifera",0
"712","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2014,"NE","Euphorbia resinifera",0
"713","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2015,"NE","Euphorbia resinifera",0
"714","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2016,"NE","Euphorbia resinifera",0
"715","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2017,"NE","Euphorbia resinifera",0
"716","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2018,"NE","Euphorbia resinifera",0
"717","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2019,"NE","Euphorbia resinifera",0
"718","Euphorbia resinifera","Euphorbiaceae","Euphorbiales",2020,"NE","Euphorbia resinifera",0
"719","Ferocactus latispinus","Cactaceae","Caryophyllales",2000,"NE","Ferocactus latispinus",0
"720","Ferocactus latispinus","Cactaceae","Caryophyllales",2001,"NE","Ferocactus latispinus",0
"721","Ferocactus latispinus","Cactaceae","Caryophyllales",2002,"NE","Ferocactus latispinus",0
"722","Ferocactus latispinus","Cactaceae","Caryophyllales",2003,"NE","Ferocactus latispinus",0
"723","Ferocactus latispinus","Cactaceae","Caryophyllales",2004,"NE","Ferocactus latispinus",0
"724","Ferocactus latispinus","Cactaceae","Caryophyllales",2005,"NE","Ferocactus latispinus",0
"725","Ferocactus latispinus","Cactaceae","Caryophyllales",2006,"NE","Ferocactus latispinus",0
"726","Ferocactus latispinus","Cactaceae","Caryophyllales",2007,"NE","Ferocactus latispinus",0
"727","Ferocactus latispinus","Cactaceae","Caryophyllales",2008,"NE","Ferocactus latispinus",0
"728","Ferocactus latispinus","Cactaceae","Caryophyllales",2009,"NE","Ferocactus latispinus",0
"729","Ferocactus latispinus","Cactaceae","Caryophyllales",2010,"NE","Ferocactus latispinus",0
"730","Ferocactus latispinus","Cactaceae","Caryophyllales",2011,"NE","Ferocactus latispinus",0
"731","Ferocactus latispinus","Cactaceae","Caryophyllales",2012,"NE","Ferocactus latispinus",0
"732","Ferocactus latispinus","Cactaceae","Caryophyllales",2013,"LC","Ferocactus latispinus",0
"733","Ferocactus latispinus","Cactaceae","Caryophyllales",2014,"LC","Ferocactus latispinus",0
"734","Ferocactus latispinus","Cactaceae","Caryophyllales",2015,"LC","Ferocactus latispinus",0
"735","Ferocactus latispinus","Cactaceae","Caryophyllales",2016,"LC","Ferocactus latispinus",0
"736","Ferocactus latispinus","Cactaceae","Caryophyllales",2017,"LC","Ferocactus latispinus",0
"737","Ferocactus latispinus","Cactaceae","Caryophyllales",2018,"LC","Ferocactus latispinus",0
"738","Ferocactus latispinus","Cactaceae","Caryophyllales",2019,"LC","Ferocactus latispinus",0
"739","Ferocactus latispinus","Cactaceae","Caryophyllales",2020,"LC","Ferocactus latispinus",0.9
"740","Gastrodia elata","Orchidaceae","Orchidales",2000,"NE","Gastrodia elata",680
"741","Gastrodia elata","Orchidaceae","Orchidales",2001,"NE","Gastrodia elata",0
"742","Gastrodia elata","Orchidaceae","Orchidales",2002,"NE","Gastrodia elata",0
"743","Gastrodia elata","Orchidaceae","Orchidales",2003,"NE","Gastrodia elata",0
"744","Gastrodia elata","Orchidaceae","Orchidales",2004,"VU","Gastrodia elata",0
"745","Gastrodia elata","Orchidaceae","Orchidales",2005,"VU","Gastrodia elata",500
"746","Gastrodia elata","Orchidaceae","Orchidales",2006,"VU","Gastrodia elata",0
"747","Gastrodia elata","Orchidaceae","Orchidales",2007,"VU","Gastrodia elata",0
"748","Gastrodia elata","Orchidaceae","Orchidales",2008,"VU","Gastrodia elata",0
"749","Gastrodia elata","Orchidaceae","Orchidales",2009,"VU","Gastrodia elata",0
"750","Gastrodia elata","Orchidaceae","Orchidales",2010,"VU","Gastrodia elata",0
"751","Gastrodia elata","Orchidaceae","Orchidales",2011,"VU","Gastrodia elata",0.08841
"752","Gastrodia elata","Orchidaceae","Orchidales",2012,"VU","Gastrodia elata",0
"753","Gastrodia elata","Orchidaceae","Orchidales",2013,"VU","Gastrodia elata",0
"754","Gastrodia elata","Orchidaceae","Orchidales",2014,"VU","Gastrodia elata",0
"755","Gastrodia elata","Orchidaceae","Orchidales",2015,"VU","Gastrodia elata",20
"756","Gastrodia elata","Orchidaceae","Orchidales",2016,"VU","Gastrodia elata",0
"757","Gastrodia elata","Orchidaceae","Orchidales",2017,"VU","Gastrodia elata",0
"758","Gastrodia elata","Orchidaceae","Orchidales",2018,"VU","Gastrodia elata",4480
"759","Gastrodia elata","Orchidaceae","Orchidales",2019,"VU","Gastrodia elata",0
"760","Gastrodia elata","Orchidaceae","Orchidales",2020,"VU","Gastrodia elata",0
"761","Gonystylus bancanus","Thymelaeaceae","Myrtales",2001,"VU","Gonystylus bancanus",0
"762","Gonystylus bancanus","Thymelaeaceae","Myrtales",2002,"VU","Gonystylus bancanus",0
"763","Gonystylus bancanus","Thymelaeaceae","Myrtales",2003,"VU","Gonystylus bancanus",0
"764","Gonystylus bancanus","Thymelaeaceae","Myrtales",2004,"VU","Gonystylus bancanus",0
"765","Gonystylus bancanus","Thymelaeaceae","Myrtales",2005,"VU","Gonystylus bancanus",0
"766","Gonystylus bancanus","Thymelaeaceae","Myrtales",2006,"VU","Gonystylus bancanus",0
"767","Gonystylus bancanus","Thymelaeaceae","Myrtales",2007,"VU","Gonystylus bancanus",0
"768","Gonystylus bancanus","Thymelaeaceae","Myrtales",2008,"VU","Gonystylus bancanus",6683.86
"769","Gonystylus bancanus","Thymelaeaceae","Myrtales",2009,"VU","Gonystylus bancanus",5783.394
"770","Gonystylus bancanus","Thymelaeaceae","Myrtales",2010,"VU","Gonystylus bancanus",0
"771","Gonystylus bancanus","Thymelaeaceae","Myrtales",2011,"VU","Gonystylus bancanus",1276
"772","Gonystylus bancanus","Thymelaeaceae","Myrtales",2012,"VU","Gonystylus bancanus",0
"773","Gonystylus bancanus","Thymelaeaceae","Myrtales",2013,"VU","Gonystylus bancanus",0
"774","Gonystylus bancanus","Thymelaeaceae","Myrtales",2014,"VU","Gonystylus bancanus",0
"775","Gonystylus bancanus","Thymelaeaceae","Myrtales",2015,"VU","Gonystylus bancanus",0
"776","Gonystylus bancanus","Thymelaeaceae","Myrtales",2016,"VU","Gonystylus bancanus",0
"777","Gonystylus bancanus","Thymelaeaceae","Myrtales",2017,"VU","Gonystylus bancanus",0
"778","Gonystylus bancanus","Thymelaeaceae","Myrtales",2018,"CR","Gonystylus bancanus",0
"779","Gonystylus bancanus","Thymelaeaceae","Myrtales",2019,"CR","Gonystylus bancanus",0
"780","Gonystylus bancanus","Thymelaeaceae","Myrtales",2020,"CR","Gonystylus bancanus",0
"781","Guaiacum sanctum","Zygophyllaceae","Sapindales",2000,"EN","Guaiacum sanctum",0
"782","Guaiacum sanctum","Zygophyllaceae","Sapindales",2001,"EN","Guaiacum sanctum",0
"783","Guaiacum sanctum","Zygophyllaceae","Sapindales",2002,"EN","Guaiacum sanctum",0
"784","Guaiacum sanctum","Zygophyllaceae","Sapindales",2003,"EN","Guaiacum sanctum",0
"785","Guaiacum sanctum","Zygophyllaceae","Sapindales",2004,"EN","Guaiacum sanctum",0
"786","Guaiacum sanctum","Zygophyllaceae","Sapindales",2005,"EN","Guaiacum sanctum",0
"787","Guaiacum sanctum","Zygophyllaceae","Sapindales",2006,"EN","Guaiacum sanctum",0
"788","Guaiacum sanctum","Zygophyllaceae","Sapindales",2007,"EN","Guaiacum sanctum",0
"789","Guaiacum sanctum","Zygophyllaceae","Sapindales",2008,"EN","Guaiacum sanctum",0
"790","Guaiacum sanctum","Zygophyllaceae","Sapindales",2009,"EN","Guaiacum sanctum",0
"791","Guaiacum sanctum","Zygophyllaceae","Sapindales",2010,"EN","Guaiacum sanctum",2500
"792","Guaiacum sanctum","Zygophyllaceae","Sapindales",2011,"EN","Guaiacum sanctum",0
"793","Guaiacum sanctum","Zygophyllaceae","Sapindales",2012,"EN","Guaiacum sanctum",0
"794","Guaiacum sanctum","Zygophyllaceae","Sapindales",2013,"EN","Guaiacum sanctum",0
"795","Guaiacum sanctum","Zygophyllaceae","Sapindales",2014,"EN","Guaiacum sanctum",0
"796","Guaiacum sanctum","Zygophyllaceae","Sapindales",2015,"EN","Guaiacum sanctum",0
"797","Guaiacum sanctum","Zygophyllaceae","Sapindales",2016,"EN","Guaiacum sanctum",0
"798","Guaiacum sanctum","Zygophyllaceae","Sapindales",2017,"NT","Guaiacum sanctum",0
"799","Guaiacum sanctum","Zygophyllaceae","Sapindales",2018,"NT","Guaiacum sanctum",0
"800","Guaiacum sanctum","Zygophyllaceae","Sapindales",2019,"NT","Guaiacum sanctum",0
"801","Guaiacum sanctum","Zygophyllaceae","Sapindales",2020,"NT","Guaiacum sanctum",0
"802","Gyrinops versteegii","Thymelaeaceae","Myrtales",2005,"NE","Gyrinops versteegii",0
"803","Gyrinops versteegii","Thymelaeaceae","Myrtales",2006,"NE","Gyrinops versteegii",0
"804","Gyrinops versteegii","Thymelaeaceae","Myrtales",2007,"NE","Gyrinops versteegii",0
"805","Gyrinops versteegii","Thymelaeaceae","Myrtales",2008,"NE","Gyrinops versteegii",0
"806","Gyrinops versteegii","Thymelaeaceae","Myrtales",2009,"NE","Gyrinops versteegii",0
"807","Gyrinops versteegii","Thymelaeaceae","Myrtales",2010,"NE","Gyrinops versteegii",0
"808","Gyrinops versteegii","Thymelaeaceae","Myrtales",2011,"NE","Gyrinops versteegii",0
"809","Gyrinops versteegii","Thymelaeaceae","Myrtales",2012,"NE","Gyrinops versteegii",0
"810","Gyrinops versteegii","Thymelaeaceae","Myrtales",2013,"NE","Gyrinops versteegii",0
"811","Gyrinops versteegii","Thymelaeaceae","Myrtales",2014,"NE","Gyrinops versteegii",0
"812","Gyrinops versteegii","Thymelaeaceae","Myrtales",2015,"NE","Gyrinops versteegii",0
"813","Gyrinops versteegii","Thymelaeaceae","Myrtales",2016,"NE","Gyrinops versteegii",0
"814","Gyrinops versteegii","Thymelaeaceae","Myrtales",2017,"NE","Gyrinops versteegii",0
"815","Gyrinops versteegii","Thymelaeaceae","Myrtales",2018,"NE","Gyrinops versteegii",0
"816","Gyrinops versteegii","Thymelaeaceae","Myrtales",2019,"NE","Gyrinops versteegii",0
"817","Gyrinops versteegii","Thymelaeaceae","Myrtales",2020,"NE","Gyrinops versteegii",1600
"818","Hoodia gordonii","Apocynaceae","Gentianales",2005,"NE","Hoodia gordonii",2244.5
"819","Hoodia gordonii","Apocynaceae","Gentianales",2006,"NE","Hoodia gordonii",16605
"820","Hoodia gordonii","Apocynaceae","Gentianales",2007,"NE","Hoodia gordonii",10618.3
"821","Hoodia gordonii","Apocynaceae","Gentianales",2008,"NE","Hoodia gordonii",24193.7
"822","Hoodia gordonii","Apocynaceae","Gentianales",2009,"NE","Hoodia gordonii",2309.125
"823","Hoodia gordonii","Apocynaceae","Gentianales",2010,"NE","Hoodia gordonii",8905.4295
"824","Hoodia gordonii","Apocynaceae","Gentianales",2011,"NE","Hoodia gordonii",4815
"825","Hoodia gordonii","Apocynaceae","Gentianales",2012,"NE","Hoodia gordonii",6024.2
"826","Hoodia gordonii","Apocynaceae","Gentianales",2013,"NE","Hoodia gordonii",6356
"827","Hoodia gordonii","Apocynaceae","Gentianales",2014,"NE","Hoodia gordonii",206.16
"828","Hoodia gordonii","Apocynaceae","Gentianales",2015,"NE","Hoodia gordonii",0
"829","Hoodia gordonii","Apocynaceae","Gentianales",2016,"NE","Hoodia gordonii",0
"830","Hoodia gordonii","Apocynaceae","Gentianales",2017,"NE","Hoodia gordonii",0
"831","Hoodia gordonii","Apocynaceae","Gentianales",2018,"NE","Hoodia gordonii",0
"832","Hoodia gordonii","Apocynaceae","Gentianales",2019,"NE","Hoodia gordonii",0
"833","Hoodia gordonii","Apocynaceae","Gentianales",2020,"NE","Hoodia gordonii",0
"834","Hydrastis canadensis","Ranunculaceae","Ranunculales",2000,"NE","Hydrastis canadensis",120
"835","Hydrastis canadensis","Ranunculaceae","Ranunculales",2001,"NE","Hydrastis canadensis",240
"836","Hydrastis canadensis","Ranunculaceae","Ranunculales",2002,"NE","Hydrastis canadensis",60
"837","Hydrastis canadensis","Ranunculaceae","Ranunculales",2003,"NE","Hydrastis canadensis",0
"838","Hydrastis canadensis","Ranunculaceae","Ranunculales",2004,"NE","Hydrastis canadensis",0
"839","Hydrastis canadensis","Ranunculaceae","Ranunculales",2005,"NE","Hydrastis canadensis",0
"840","Hydrastis canadensis","Ranunculaceae","Ranunculales",2006,"NE","Hydrastis canadensis",0
"841","Hydrastis canadensis","Ranunculaceae","Ranunculales",2007,"NE","Hydrastis canadensis",0
"842","Hydrastis canadensis","Ranunculaceae","Ranunculales",2008,"NE","Hydrastis canadensis",0
"843","Hydrastis canadensis","Ranunculaceae","Ranunculales",2009,"NE","Hydrastis canadensis",0
"844","Hydrastis canadensis","Ranunculaceae","Ranunculales",2010,"NE","Hydrastis canadensis",0
"845","Hydrastis canadensis","Ranunculaceae","Ranunculales",2011,"NE","Hydrastis canadensis",0
"846","Hydrastis canadensis","Ranunculaceae","Ranunculales",2012,"NE","Hydrastis canadensis",0
"847","Hydrastis canadensis","Ranunculaceae","Ranunculales",2013,"NE","Hydrastis canadensis",0
"848","Hydrastis canadensis","Ranunculaceae","Ranunculales",2014,"NE","Hydrastis canadensis",0
"849","Hydrastis canadensis","Ranunculaceae","Ranunculales",2015,"NE","Hydrastis canadensis",0
"850","Hydrastis canadensis","Ranunculaceae","Ranunculales",2016,"NE","Hydrastis canadensis",0
"851","Hydrastis canadensis","Ranunculaceae","Ranunculales",2017,"VU","Hydrastis canadensis",0
"852","Hydrastis canadensis","Ranunculaceae","Ranunculales",2018,"VU","Hydrastis canadensis",0
"853","Hydrastis canadensis","Ranunculaceae","Ranunculales",2019,"VU","Hydrastis canadensis",0
"854","Hydrastis canadensis","Ranunculaceae","Ranunculales",2020,"VU","Hydrastis canadensis",0
"855","Hylocereus undatus","Cactaceae","Caryophyllales",2000,"NE","Hylocereus undatus",0
"856","Hylocereus undatus","Cactaceae","Caryophyllales",2001,"NE","Hylocereus undatus",0
"857","Hylocereus undatus","Cactaceae","Caryophyllales",2002,"NE","Hylocereus undatus",0
