"","Taxon","Family","Order","Year","Clean_code","IUCNName","mass"
"1146","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2005,"NE","Picrorhiza kurroa",0
"1147","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2006,"NE","Picrorhiza kurroa",0
"1148","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2007,"NE","Picrorhiza kurroa",0
"1149","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2008,"NE","Picrorhiza kurroa",0
"1150","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2009,"NE","Picrorhiza kurroa",0
"1151","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2010,"NE","Picrorhiza kurroa",0
"1152","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2011,"NE","Picrorhiza kurroa",0
"1153","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2012,"NE","Picrorhiza kurroa",0
"1154","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2013,"NE","Picrorhiza kurroa",0
"1155","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2014,"NE","Picrorhiza kurroa",0
"1156","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2015,"NE","Picrorhiza kurroa",0
"1157","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2016,"NE","Picrorhiza kurroa",0
"1158","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2017,"NE","Picrorhiza kurroa",0
"1159","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2018,"NE","Picrorhiza kurroa",0
"1160","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2019,"NE","Picrorhiza kurroa",0
"1161","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2020,"NE","Picrorhiza kurroa",0
"1162","Podophyllum hexandrum","Berberidaceae","Ranunculales",2000,"NE","Podophyllum hexandrum",16000
"1163","Podophyllum hexandrum","Berberidaceae","Ranunculales",2001,"NE","Podophyllum hexandrum",0
"1164","Podophyllum hexandrum","Berberidaceae","Ranunculales",2002,"NE","Podophyllum hexandrum",0
"1165","Podophyllum hexandrum","Berberidaceae","Ranunculales",2003,"NE","Podophyllum hexandrum",0
"1166","Podophyllum hexandrum","Berberidaceae","Ranunculales",2004,"NE","Podophyllum hexandrum",0
"1167","Podophyllum hexandrum","Berberidaceae","Ranunculales",2005,"NE","Podophyllum hexandrum",0
"1168","Podophyllum hexandrum","Berberidaceae","Ranunculales",2006,"NE","Podophyllum hexandrum",0
"1169","Podophyllum hexandrum","Berberidaceae","Ranunculales",2007,"NE","Podophyllum hexandrum",0
"1170","Podophyllum hexandrum","Berberidaceae","Ranunculales",2008,"NE","Podophyllum hexandrum",0
"1171","Podophyllum hexandrum","Berberidaceae","Ranunculales",2009,"NE","Podophyllum hexandrum",0
"1172","Podophyllum hexandrum","Berberidaceae","Ranunculales",2010,"NE","Podophyllum hexandrum",0
"1173","Podophyllum hexandrum","Berberidaceae","Ranunculales",2011,"NE","Podophyllum hexandrum",0
"1174","Podophyllum hexandrum","Berberidaceae","Ranunculales",2012,"NE","Podophyllum hexandrum",0
"1175","Podophyllum hexandrum","Berberidaceae","Ranunculales",2013,"NE","Podophyllum hexandrum",0
"1176","Podophyllum hexandrum","Berberidaceae","Ranunculales",2014,"NE","Podophyllum hexandrum",0
"1177","Podophyllum hexandrum","Berberidaceae","Ranunculales",2015,"NE","Podophyllum hexandrum",0
"1178","Podophyllum hexandrum","Berberidaceae","Ranunculales",2016,"NE","Podophyllum hexandrum",0
"1179","Podophyllum hexandrum","Berberidaceae","Ranunculales",2017,"NE","Podophyllum hexandrum",0
"1180","Podophyllum hexandrum","Berberidaceae","Ranunculales",2018,"NE","Podophyllum hexandrum",0
"1181","Podophyllum hexandrum","Berberidaceae","Ranunculales",2019,"NE","Podophyllum hexandrum",0
"1182","Podophyllum hexandrum","Berberidaceae","Ranunculales",2020,"NE","Podophyllum hexandrum",0
"1183","Prunus africana","Rosaceae","Rosales",2000,"VU","Prunus africana",704163.766
"1184","Prunus africana","Rosaceae","Rosales",2001,"VU","Prunus africana",646365
"1185","Prunus africana","Rosaceae","Rosales",2002,"VU","Prunus africana",328362
"1186","Prunus africana","Rosaceae","Rosales",2003,"VU","Prunus africana",846015
"1187","Prunus africana","Rosaceae","Rosales",2004,"VU","Prunus africana",1409752
"1188","Prunus africana","Rosaceae","Rosales",2005,"VU","Prunus africana",2812233
"1189","Prunus africana","Rosaceae","Rosales",2006,"VU","Prunus africana",1784428.1
"1190","Prunus africana","Rosaceae","Rosales",2007,"VU","Prunus africana",1009346.8
"1191","Prunus africana","Rosaceae","Rosales",2008,"VU","Prunus africana",302165
"1192","Prunus africana","Rosaceae","Rosales",2009,"VU","Prunus africana",605364
"1193","Prunus africana","Rosaceae","Rosales",2010,"VU","Prunus africana",129620
"1194","Prunus africana","Rosaceae","Rosales",2011,"VU","Prunus africana",635886
"1195","Prunus africana","Rosaceae","Rosales",2012,"VU","Prunus africana",535483
"1196","Prunus africana","Rosaceae","Rosales",2013,"VU","Prunus africana",988917
"1197","Prunus africana","Rosaceae","Rosales",2014,"VU","Prunus africana",1365890
"1198","Prunus africana","Rosaceae","Rosales",2015,"VU","Prunus africana",809758
"1199","Prunus africana","Rosaceae","Rosales",2016,"VU","Prunus africana",1017501
"1200","Prunus africana","Rosaceae","Rosales",2017,"VU","Prunus africana",564373
"1201","Prunus africana","Rosaceae","Rosales",2018,"VU","Prunus africana",438180
"1202","Prunus africana","Rosaceae","Rosales",2019,"VU","Prunus africana",412347
"1203","Prunus africana","Rosaceae","Rosales",2020,"VU","Prunus africana",514567
"1204","Rauvolfia serpentina","Apocynaceae","Gentianales",2000,"NE","Rauvolfia serpentina",9011
"1205","Rauvolfia serpentina","Apocynaceae","Gentianales",2001,"NE","Rauvolfia serpentina",4020
"1206","Rauvolfia serpentina","Apocynaceae","Gentianales",2002,"NE","Rauvolfia serpentina",1740
"1207","Rauvolfia serpentina","Apocynaceae","Gentianales",2003,"NE","Rauvolfia serpentina",0
"1208","Rauvolfia serpentina","Apocynaceae","Gentianales",2004,"NE","Rauvolfia serpentina",6050
"1209","Rauvolfia serpentina","Apocynaceae","Gentianales",2005,"NE","Rauvolfia serpentina",3027
"1210","Rauvolfia serpentina","Apocynaceae","Gentianales",2006,"NE","Rauvolfia serpentina",2100
"1211","Rauvolfia serpentina","Apocynaceae","Gentianales",2007,"NE","Rauvolfia serpentina",4900
"1212","Rauvolfia serpentina","Apocynaceae","Gentianales",2008,"NE","Rauvolfia serpentina",1000
"1213","Rauvolfia serpentina","Apocynaceae","Gentianales",2009,"NE","Rauvolfia serpentina",5037
"1214","Rauvolfia serpentina","Apocynaceae","Gentianales",2010,"NE","Rauvolfia serpentina",670.5
"1215","Rauvolfia serpentina","Apocynaceae","Gentianales",2011,"NE","Rauvolfia serpentina",230.785
"1216","Rauvolfia serpentina","Apocynaceae","Gentianales",2012,"NE","Rauvolfia serpentina",0.2
"1217","Rauvolfia serpentina","Apocynaceae","Gentianales",2013,"NE","Rauvolfia serpentina",100
"1218","Rauvolfia serpentina","Apocynaceae","Gentianales",2014,"NE","Rauvolfia serpentina",0
"1219","Rauvolfia serpentina","Apocynaceae","Gentianales",2015,"NE","Rauvolfia serpentina",0.05
"1220","Rauvolfia serpentina","Apocynaceae","Gentianales",2016,"NE","Rauvolfia serpentina",4
"1221","Rauvolfia serpentina","Apocynaceae","Gentianales",2017,"NE","Rauvolfia serpentina",0
"1222","Rauvolfia serpentina","Apocynaceae","Gentianales",2018,"NE","Rauvolfia serpentina",0
"1223","Rauvolfia serpentina","Apocynaceae","Gentianales",2019,"NE","Rauvolfia serpentina",0
"1224","Rauvolfia serpentina","Apocynaceae","Gentianales",2020,"NE","Rauvolfia serpentina",0
"1225","Ravenea rivularis","Palmae","Arecales",2003,"VU","Ravenea rivularis",1500
"1226","Ravenea rivularis","Palmae","Arecales",2004,"VU","Ravenea rivularis",4058
"1227","Ravenea rivularis","Palmae","Arecales",2005,"VU","Ravenea rivularis",3475
"1228","Ravenea rivularis","Palmae","Arecales",2006,"VU","Ravenea rivularis",4570
"1229","Ravenea rivularis","Palmae","Arecales",2007,"VU","Ravenea rivularis",4925
"1230","Ravenea rivularis","Palmae","Arecales",2008,"VU","Ravenea rivularis",3575
"1231","Ravenea rivularis","Palmae","Arecales",2009,"VU","Ravenea rivularis",4350
"1232","Ravenea rivularis","Palmae","Arecales",2010,"VU","Ravenea rivularis",5825
"1233","Ravenea rivularis","Palmae","Arecales",2011,"VU","Ravenea rivularis",6550
"1234","Ravenea rivularis","Palmae","Arecales",2012,"EN","Ravenea rivularis",2000
"1235","Ravenea rivularis","Palmae","Arecales",2013,"EN","Ravenea rivularis",0
"1236","Ravenea rivularis","Palmae","Arecales",2014,"EN","Ravenea rivularis",7875
"1237","Ravenea rivularis","Palmae","Arecales",2015,"EN","Ravenea rivularis",4500
"1238","Ravenea rivularis","Palmae","Arecales",2016,"EN","Ravenea rivularis",550
"1239","Ravenea rivularis","Palmae","Arecales",2017,"VU","Ravenea rivularis",3025
"1240","Ravenea rivularis","Palmae","Arecales",2018,"VU","Ravenea rivularis",0
"1241","Ravenea rivularis","Palmae","Arecales",2019,"VU","Ravenea rivularis",0
"1242","Ravenea rivularis","Palmae","Arecales",2020,"VU","Ravenea rivularis",1000
"1243","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2000,"LC","Sarracenia purpurea subsp. purpurea",0
"1244","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2001,"LC","Sarracenia purpurea subsp. purpurea",0
"1245","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2002,"LC","Sarracenia purpurea subsp. purpurea",0
"1246","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2003,"LC","Sarracenia purpurea subsp. purpurea",0
"1247","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2004,"LC","Sarracenia purpurea subsp. purpurea",0
"1248","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2005,"LC","Sarracenia purpurea subsp. purpurea",0
"1249","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2006,"LC","Sarracenia purpurea subsp. purpurea",0
"1250","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2007,"LC","Sarracenia purpurea subsp. purpurea",36
"1251","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2008,"LC","Sarracenia purpurea subsp. purpurea",0
"1252","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2009,"LC","Sarracenia purpurea subsp. purpurea",0
"1253","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2010,"LC","Sarracenia purpurea subsp. purpurea",0
"1254","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2011,"LC","Sarracenia purpurea subsp. purpurea",0
"1255","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2012,"LC","Sarracenia purpurea subsp. purpurea",0
"1256","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2013,"LC","Sarracenia purpurea subsp. purpurea",0
"1257","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2014,"LC","Sarracenia purpurea subsp. purpurea",0
"1258","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2015,"LC","Sarracenia purpurea subsp. purpurea",0
"1259","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2016,"LC","Sarracenia purpurea subsp. purpurea",0
"1260","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2017,"LC","Sarracenia purpurea subsp. purpurea",0
"1261","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2018,"LC","Sarracenia purpurea subsp. purpurea",0
"1262","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2019,"LC","Sarracenia purpurea subsp. purpurea",0
"1263","Sarracenia purpurea","Sarraceniaceae","Nepenthales",2020,"LC","Sarracenia purpurea subsp. purpurea",0
"1264","Satranala decussilvae","Palmae","Arecales",2003,"EN","Satranala decussilvae",0
"1265","Satranala decussilvae","Palmae","Arecales",2004,"EN","Satranala decussilvae",0
"1266","Satranala decussilvae","Palmae","Arecales",2005,"EN","Satranala decussilvae",0.086
"1267","Satranala decussilvae","Palmae","Arecales",2006,"EN","Satranala decussilvae",0
"1268","Satranala decussilvae","Palmae","Arecales",2007,"EN","Satranala decussilvae",94
"1269","Satranala decussilvae","Palmae","Arecales",2008,"EN","Satranala decussilvae",0
"1270","Satranala decussilvae","Palmae","Arecales",2009,"EN","Satranala decussilvae",0
"1271","Satranala decussilvae","Palmae","Arecales",2010,"EN","Satranala decussilvae",0
"1272","Satranala decussilvae","Palmae","Arecales",2011,"EN","Satranala decussilvae",0
"1273","Satranala decussilvae","Palmae","Arecales",2012,"EN","Satranala decussilvae",0
"1274","Satranala decussilvae","Palmae","Arecales",2013,"EN","Satranala decussilvae",0
"1275","Satranala decussilvae","Palmae","Arecales",2014,"EN","Satranala decussilvae",0
"1276","Satranala decussilvae","Palmae","Arecales",2015,"EN","Satranala decussilvae",0
"1277","Satranala decussilvae","Palmae","Arecales",2016,"EN","Satranala decussilvae",0
"1278","Satranala decussilvae","Palmae","Arecales",2017,"EN","Satranala decussilvae",0
"1279","Satranala decussilvae","Palmae","Arecales",2018,"EN","Satranala decussilvae",0
"1280","Satranala decussilvae","Palmae","Arecales",2019,"EN","Satranala decussilvae",0
"1281","Satranala decussilvae","Palmae","Arecales",2020,"EN","Satranala decussilvae",0
"1282","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2000,"NE","Selenicereus grandiflorus",0
"1283","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2001,"NE","Selenicereus grandiflorus",0
"1284","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2002,"NE","Selenicereus grandiflorus",0
"1285","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2003,"NE","Selenicereus grandiflorus",0
"1286","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2004,"NE","Selenicereus grandiflorus",1200
"1287","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2005,"NE","Selenicereus grandiflorus",4000
"1288","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2006,"NE","Selenicereus grandiflorus",0
"1289","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2007,"NE","Selenicereus grandiflorus",0
"1290","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2008,"NE","Selenicereus grandiflorus",0
"1291","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2009,"NE","Selenicereus grandiflorus",0
"1292","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2010,"NE","Selenicereus grandiflorus",0
"1293","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2011,"NE","Selenicereus grandiflorus",0
"1294","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2012,"NE","Selenicereus grandiflorus",0
"1295","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2013,"LC","Selenicereus grandiflorus",0
"1296","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2014,"LC","Selenicereus grandiflorus",0
"1297","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2015,"LC","Selenicereus grandiflorus",0
"1298","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2016,"LC","Selenicereus grandiflorus",0
"1299","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2017,"LC","Selenicereus grandiflorus",0
"1300","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2018,"LC","Selenicereus grandiflorus",0
"1301","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2019,"LC","Selenicereus grandiflorus",0
"1302","Selenicereus grandiflorus","Cactaceae","Caryophyllales",2020,"LC","Selenicereus grandiflorus",0
"1303","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2000,"NE","Sphaeropteris glauca",0
"1304","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2001,"NE","Sphaeropteris glauca",0
"1305","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2002,"NE","Sphaeropteris glauca",195984
"1306","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2003,"NE","Sphaeropteris glauca",175146
"1307","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2004,"NE","Sphaeropteris glauca",53500
"1308","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2005,"NE","Sphaeropteris glauca",0
"1309","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2006,"NE","Sphaeropteris glauca",69986
"1310","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2007,"NE","Sphaeropteris glauca",77150
"1311","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2008,"NE","Sphaeropteris glauca",0
"1312","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2009,"NE","Sphaeropteris glauca",0
"1313","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2010,"NE","Sphaeropteris glauca",28000
"1314","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2011,"NE","Sphaeropteris glauca",0
"1315","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2012,"NE","Sphaeropteris glauca",0
"1316","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2013,"NE","Sphaeropteris glauca",0
"1317","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2014,"NE","Sphaeropteris glauca",0
"1318","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2015,"NE","Sphaeropteris glauca",3232
"1319","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2016,"NE","Sphaeropteris glauca",0
"1320","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2017,"NE","Sphaeropteris glauca",0
"1321","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2018,"NE","Sphaeropteris glauca",0
"1322","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2019,"LC","Sphaeropteris glauca",0
"1323","Sphaeropteris glauca","Cyatheaceae","Cyatheales",2020,"LC","Sphaeropteris glauca",0
"1324","Stenocereus dumortieri","Cactaceae","Caryophyllales",2000,"NE","Stenocereus dumortieri",0
"1325","Stenocereus dumortieri","Cactaceae","Caryophyllales",2001,"NE","Stenocereus dumortieri",0
"1326","Stenocereus dumortieri","Cactaceae","Caryophyllales",2002,"NE","Stenocereus dumortieri",0
"1327","Stenocereus dumortieri","Cactaceae","Caryophyllales",2003,"NE","Stenocereus dumortieri",0
"1328","Stenocereus dumortieri","Cactaceae","Caryophyllales",2004,"NE","Stenocereus dumortieri",0
"1329","Stenocereus dumortieri","Cactaceae","Caryophyllales",2005,"NE","Stenocereus dumortieri",0
"1330","Stenocereus dumortieri","Cactaceae","Caryophyllales",2006,"NE","Stenocereus dumortieri",0
"1331","Stenocereus dumortieri","Cactaceae","Caryophyllales",2007,"NE","Stenocereus dumortieri",0
"1332","Stenocereus dumortieri","Cactaceae","Caryophyllales",2008,"NE","Stenocereus dumortieri",0
"1333","Stenocereus dumortieri","Cactaceae","Caryophyllales",2009,"NE","Stenocereus dumortieri",0
"1334","Stenocereus dumortieri","Cactaceae","Caryophyllales",2010,"NE","Stenocereus dumortieri",0
"1335","Stenocereus dumortieri","Cactaceae","Caryophyllales",2011,"NE","Stenocereus dumortieri",0
"1336","Stenocereus dumortieri","Cactaceae","Caryophyllales",2012,"NE","Stenocereus dumortieri",0
"1337","Stenocereus dumortieri","Cactaceae","Caryophyllales",2013,"LC","Stenocereus dumortieri",0
"1338","Stenocereus dumortieri","Cactaceae","Caryophyllales",2014,"LC","Stenocereus dumortieri",0
"1339","Stenocereus dumortieri","Cactaceae","Caryophyllales",2015,"LC","Stenocereus dumortieri",0
"1340","Stenocereus dumortieri","Cactaceae","Caryophyllales",2016,"LC","Stenocereus dumortieri",0
"1341","Stenocereus dumortieri","Cactaceae","Caryophyllales",2017,"LC","Stenocereus dumortieri",0
"1342","Stenocereus dumortieri","Cactaceae","Caryophyllales",2018,"LC","Stenocereus dumortieri",0
"1343","Stenocereus dumortieri","Cactaceae","Caryophyllales",2019,"LC","Stenocereus dumortieri",0
"1344","Stenocereus dumortieri","Cactaceae","Caryophyllales",2020,"LC","Stenocereus dumortieri",4.18
"1345","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2000,"NE","Stenocereus queretaroensis",0
"1346","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2001,"NE","Stenocereus queretaroensis",0
"1347","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2002,"NE","Stenocereus queretaroensis",0
"1348","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2003,"NE","Stenocereus queretaroensis",0
"1349","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2004,"NE","Stenocereus queretaroensis",0
"1350","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2005,"NE","Stenocereus queretaroensis",0
"1351","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2006,"NE","Stenocereus queretaroensis",0
"1352","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2007,"NE","Stenocereus queretaroensis",0
"1353","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2008,"NE","Stenocereus queretaroensis",0
"1354","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2009,"NE","Stenocereus queretaroensis",0
"1355","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2010,"NE","Stenocereus queretaroensis",0
"1356","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2011,"NE","Stenocereus queretaroensis",0
"1357","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2012,"NE","Stenocereus queretaroensis",0
"1358","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2013,"LC","Stenocereus queretaroensis",0
"1359","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2014,"LC","Stenocereus queretaroensis",0
"1360","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2015,"LC","Stenocereus queretaroensis",0
"1361","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2016,"LC","Stenocereus queretaroensis",0
"1362","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2017,"LC","Stenocereus queretaroensis",0
"1363","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2018,"LC","Stenocereus queretaroensis",0
"1364","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2019,"LC","Stenocereus queretaroensis",9
"1365","Stenocereus queretaroensis","Cactaceae","Caryophyllales",2020,"LC","Stenocereus queretaroensis",4.55
"1366","Swietenia macrophylla","Meliaceae","Sapindales",2000,"VU","Swietenia macrophylla",0
"1367","Swietenia macrophylla","Meliaceae","Sapindales",2001,"VU","Swietenia macrophylla",0
"1368","Swietenia macrophylla","Meliaceae","Sapindales",2002,"VU","Swietenia macrophylla",0
"1369","Swietenia macrophylla","Meliaceae","Sapindales",2003,"VU","Swietenia macrophylla",0
"1370","Swietenia macrophylla","Meliaceae","Sapindales",2004,"VU","Swietenia macrophylla",0
"1371","Swietenia macrophylla","Meliaceae","Sapindales",2005,"VU","Swietenia macrophylla",0
"1372","Swietenia macrophylla","Meliaceae","Sapindales",2006,"VU","Swietenia macrophylla",0
"1373","Swietenia macrophylla","Meliaceae","Sapindales",2007,"VU","Swietenia macrophylla",0
"1374","Swietenia macrophylla","Meliaceae","Sapindales",2008,"VU","Swietenia macrophylla",0
"1375","Swietenia macrophylla","Meliaceae","Sapindales",2009,"VU","Swietenia macrophylla",0
"1376","Swietenia macrophylla","Meliaceae","Sapindales",2010,"VU","Swietenia macrophylla",0
"1377","Swietenia macrophylla","Meliaceae","Sapindales",2011,"VU","Swietenia macrophylla",0
"1378","Swietenia macrophylla","Meliaceae","Sapindales",2012,"VU","Swietenia macrophylla",0
"1379","Swietenia macrophylla","Meliaceae","Sapindales",2013,"VU","Swietenia macrophylla",0
"1380","Swietenia macrophylla","Meliaceae","Sapindales",2014,"VU","Swietenia macrophylla",0
"1381","Swietenia macrophylla","Meliaceae","Sapindales",2015,"VU","Swietenia macrophylla",0
"1382","Swietenia macrophylla","Meliaceae","Sapindales",2016,"VU","Swietenia macrophylla",0
"1383","Swietenia macrophylla","Meliaceae","Sapindales",2017,"VU","Swietenia macrophylla",0
"1384","Swietenia macrophylla","Meliaceae","Sapindales",2018,"VU","Swietenia macrophylla",0
"1385","Swietenia macrophylla","Meliaceae","Sapindales",2019,"VU","Swietenia macrophylla",8
"1386","Swietenia macrophylla","Meliaceae","Sapindales",2020,"VU","Swietenia macrophylla",0
"1387","Taxus cuspidata","Taxaceae","Pinales",2005,"LC","Taxus cuspidata",0
"1388","Taxus cuspidata","Taxaceae","Pinales",2006,"LC","Taxus cuspidata",0
"1389","Taxus cuspidata","Taxaceae","Pinales",2007,"LC","Taxus cuspidata",36
"1390","Taxus cuspidata","Taxaceae","Pinales",2008,"LC","Taxus cuspidata",0
"1391","Taxus cuspidata","Taxaceae","Pinales",2009,"LC","Taxus cuspidata",0
"1392","Taxus cuspidata","Taxaceae","Pinales",2010,"LC","Taxus cuspidata",60
"1393","Taxus cuspidata","Taxaceae","Pinales",2011,"LC","Taxus cuspidata",60
"1394","Taxus cuspidata","Taxaceae","Pinales",2012,"LC","Taxus cuspidata",0
"1395","Taxus cuspidata","Taxaceae","Pinales",2013,"LC","Taxus cuspidata",25
"1396","Taxus cuspidata","Taxaceae","Pinales",2014,"LC","Taxus cuspidata",0
"1397","Taxus cuspidata","Taxaceae","Pinales",2015,"LC","Taxus cuspidata",25
"1398","Taxus cuspidata","Taxaceae","Pinales",2016,"LC","Taxus cuspidata",0
"1399","Taxus cuspidata","Taxaceae","Pinales",2017,"LC","Taxus cuspidata",0
"1400","Taxus cuspidata","Taxaceae","Pinales",2018,"LC","Taxus cuspidata",0
"1401","Taxus cuspidata","Taxaceae","Pinales",2019,"LC","Taxus cuspidata",0
"1402","Taxus cuspidata","Taxaceae","Pinales",2020,"LC","Taxus cuspidata",0
"1403","Taxus wallichiana","Taxaceae","Pinales",2000,"NE","Taxus wallichiana",0
"1404","Taxus wallichiana","Taxaceae","Pinales",2001,"NE","Taxus wallichiana",0
"1405","Taxus wallichiana","Taxaceae","Pinales",2002,"NE","Taxus wallichiana",0
"1406","Taxus wallichiana","Taxaceae","Pinales",2003,"NE","Taxus wallichiana",50000
"1407","Taxus wallichiana","Taxaceae","Pinales",2004,"NE","Taxus wallichiana",0
"1408","Taxus wallichiana","Taxaceae","Pinales",2005,"NE","Taxus wallichiana",0
"1409","Taxus wallichiana","Taxaceae","Pinales",2006,"NE","Taxus wallichiana",180
"1410","Taxus wallichiana","Taxaceae","Pinales",2007,"NE","Taxus wallichiana",6
"1411","Taxus wallichiana","Taxaceae","Pinales",2008,"NE","Taxus wallichiana",0
"1412","Taxus wallichiana","Taxaceae","Pinales",2009,"NE","Taxus wallichiana",0
"1413","Taxus wallichiana","Taxaceae","Pinales",2010,"NE","Taxus wallichiana",0
"1414","Taxus wallichiana","Taxaceae","Pinales",2011,"EN","Taxus wallichiana",0
"1415","Taxus wallichiana","Taxaceae","Pinales",2012,"EN","Taxus wallichiana",0
"1416","Taxus wallichiana","Taxaceae","Pinales",2013,"EN","Taxus wallichiana",0
"1417","Taxus wallichiana","Taxaceae","Pinales",2014,"EN","Taxus wallichiana",0
"1418","Taxus wallichiana","Taxaceae","Pinales",2015,"EN","Taxus wallichiana",0
"1419","Taxus wallichiana","Taxaceae","Pinales",2016,"EN","Taxus wallichiana",0
"1420","Taxus wallichiana","Taxaceae","Pinales",2017,"EN","Taxus wallichiana",0
"1421","Taxus wallichiana","Taxaceae","Pinales",2018,"EN","Taxus wallichiana",0
"1422","Taxus wallichiana","Taxaceae","Pinales",2019,"EN","Taxus wallichiana",0
"1423","Taxus wallichiana","Taxaceae","Pinales",2020,"EN","Taxus wallichiana",0
"1424","Thrixspermum centipeda","Orchidaceae","Orchidales",2000,"NE","Thrixspermum centipeda",0
