Trade purpose,Taxon,Family,Order,Order (APG V),
Live,Acanthophippium striatum,Orchidaceae,Orchidales,Asparagales,
Live,Acianthera miqueliana,Orchidaceae,Orchidales,Asparagales,
Live,Acianthera tikalensis,Orchidaceae,Orchidales,Asparagales,
Live,Acriopsis indica,Orchidaceae,Orchidales,Asparagales,
Live,Adenia firingalavensis,Passifloraceae,Violales,Malpighiales,
Live,Adenia olaboensis,Passifloraceae,Violales,Malpighiales,
Live,Aerangis articulata,Orchidaceae,Orchidales,Asparagales,
Live,Aerangis citrata,Orchidaceae,Orchidales,Asparagales,
Live,Aerangis cryptodon,Orchidaceae,Orchidales,Asparagales,
Live,Aerangis curnowiana,Orchidaceae,Orchidales,Asparagales,
Live,Aerangis decaryana,Orchidaceae,Orchidales,Asparagales,
Live,Aerangis ellisii,Orchidaceae,Orchidales,Asparagales,
Live,Aerangis fastuosa,Orchidaceae,Orchidales,Asparagales,
Live,Aerangis fuscata,Orchidaceae,Orchidales,Asparagales,
Live,Aerangis hyaloides,Orchidaceae,Orchidales,Asparagales,
Live,Aerangis macrocentra,Orchidaceae,Orchidales,Asparagales,
Live,Aerangis modesta,Orchidaceae,Orchidales,Asparagales,
Live,Aerangis pallidiflora,Orchidaceae,Orchidales,Asparagales,
Live,Aerangis punctata,Orchidaceae,Orchidales,Asparagales,
Live,Aerangis stylosa,Orchidaceae,Orchidales,Asparagales,
Live,Aeranthes arachnites,Orchidaceae,Orchidales,Asparagales,
Live,Aeranthes grandiflora,Orchidaceae,Orchidales,Asparagales,
Live,Aeranthes nidus,Orchidaceae,Orchidales,Asparagales,
Live,Aeranthes peyrotii,Orchidaceae,Orchidales,Asparagales,
Live,Aeranthes ramosa,Orchidaceae,Orchidales,Asparagales,
Live,Aerides crassifolia,Orchidaceae,Orchidales,Asparagales,
Live,Aerides falcata,Orchidaceae,Orchidales,Asparagales,
Live,Aerides multiflora,Orchidaceae,Orchidales,Asparagales,
Live,Aerides odorata,Orchidaceae,Orchidales,Asparagales,
Live,Aerides rubescens,Orchidaceae,Orchidales,Asparagales,
Live,Alluaudia comosa,Didiereaceae,Caryophyllales,Caryophyllales,
Live,Alluaudia procera,Didiereaceae,Caryophyllales,Caryophyllales,
Live,Alluaudiopsis fiherenensis,Didiereaceae,Caryophyllales,Caryophyllales,
Live,Aloe antandroi,Liliaceae,Liliales,Liliales,
Live,Aloe arborescens,Liliaceae,Liliales,Liliales,
Live,Aloe aristata,Liliaceae,Liliales,Liliales,
Live,Aloe barberae,Liliaceae,Liliales,Liliales,
Live,Aloe capitata,Liliaceae,Liliales,Liliales,
Live,Aloe conifera,Liliaceae,Liliales,Liliales,
Live,Aloe deltoideodonta,Liliaceae,Liliales,Liliales,
Live,Aloe dichotoma,Liliaceae,Liliales,Liliales,
Live,Aloe divaricata,Liliaceae,Liliales,Liliales,
Live,Aloe droseroides,Liliaceae,Liliales,Liliales,
Live,Aloe ecklonis,Liliaceae,Liliales,Liliales,
Live,Aloe erythrophylla,Liliaceae,Liliales,Liliales,
Live,Aloe ferox,Liliaceae,Liliales,Liliales,
Live,Aloe humbertii,Liliaceae,Liliales,Liliales,
Live,Aloe inexpectata,Liliaceae,Liliales,Liliales,
Live,Aloe plicatilis,Liliaceae,Liliales,Liliales,
Live,Aloe polyphylla,Liliaceae,Liliales,Liliales,
Live,Aloe pratensis,Liliaceae,Liliales,Liliales,
Live,Aloe pronkii,Liliaceae,Liliales,Liliales,
Live,Aloe vaombe,Liliaceae,Liliales,Liliales,
Live,Alsophila borinquena,Cyatheaceae,Cyatheales,Cyatheales,
Live,Alsophila cunninghamii,Cyatheaceae,Cyatheales,Cyatheales,
Live,Alsophila dregei,Cyatheaceae,Cyatheales,Cyatheales,
Live,Alsophila smithii,Cyatheaceae,Cyatheales,Cyatheales,
Live,Angraecum alleizettei,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum ankeranense,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum bicallosum,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum breve,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum clavigerum,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum compactum,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum coutrixii,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum didieri,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum dollii,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum drouhardii,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum eburneum,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum elephantinum,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum equitans,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum filicornu,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum germinyanum,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum gracile,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum humblotianum,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum lecomtei,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum leonis,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum magdalenae,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum mahavavense,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum obesum,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum pinifolium,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum popowii,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum praestans,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum protensum,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum pseudofilicornu,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum ramosum,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum rutenbergianum,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum scottianum,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum sesquipedale,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum sororium,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum teretifolium,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum triquetrum,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum urschianum,Orchidaceae,Orchidales,Asparagales,
Live,Angraecum viguieri,Orchidaceae,Orchidales,Asparagales,
Live,Anoectochilus brevilabris,Orchidaceae,Orchidales,Asparagales,
Live,Aquilaria beccariana,Thymelaeaceae,Myrtales,Malvales,
Live,Aquilaria crassna,Thymelaeaceae,Myrtales,Malvales,
Live,Aquilaria malaccensis,Thymelaeaceae,Myrtales,Malvales,
Live,Aquilaria subintegra,Thymelaeaceae,Myrtales,Malvales,
Live,Arachnis flos-aeris,Orchidaceae,Orchidales,Asparagales,
Live,Arpophyllum giganteum,Orchidaceae,Orchidales,Asparagales,
Live,Arpophyllum spicatum,Orchidaceae,Orchidales,Asparagales,
Live,Arundina graminifolia,Orchidaceae,Orchidales,Asparagales,
Live,Ascocentrum christensonianum,Orchidaceae,Orchidales,Asparagales,
Live,Ascocentrum miniatum,Orchidaceae,Orchidales,Asparagales,
Live,Astrophytum capricorne,Cactaceae,Caryophyllales,Caryophyllales,
Live,Astrophytum coahuilense,Cactaceae,Caryophyllales,Caryophyllales,
Live,Astrophytum myriostigma,Cactaceae,Caryophyllales,Caryophyllales,
Live,Astrophytum ornatum,Cactaceae,Caryophyllales,Caryophyllales,
Live,Barkeria obovata,Orchidaceae,Orchidales,Asparagales,
Live,Barkeria spectabilis,Orchidaceae,Orchidales,Asparagales,
Live,Beclardia macrostachya,Orchidaceae,Orchidales,Asparagales,
Live,Bletia patula,Orchidaceae,Orchidales,Asparagales,
Live,Bletia purpurea,Orchidaceae,Orchidales,Asparagales,
Live,Bletilla striata,Orchidaceae,Orchidales,Asparagales,
Live,Bowenia serrulata,Stangeriaceae,Cycadales,Cycadales,
Live,Brachycorythis galeandra,Orchidaceae,Orchidales,Asparagales,
Live,Brachypeza semiteretifolia,Orchidaceae,Orchidales,Asparagales,
Live,Brassavola acaulis,Orchidaceae,Orchidales,Asparagales,
Live,Brassavola cordata,Orchidaceae,Orchidales,Asparagales,
Live,Brassavola cucullata,Orchidaceae,Orchidales,Asparagales,
Live,Brassavola nodosa,Orchidaceae,Orchidales,Asparagales,
Live,Brassavola venosa,Orchidaceae,Orchidales,Asparagales,
Live,Brassia caudata,Orchidaceae,Orchidales,Asparagales,
Live,Brassia maculata,Orchidaceae,Orchidales,Asparagales,
Live,Brassia verrucosa,Orchidaceae,Orchidales,Asparagales,
Live,Bromheadia aporoides,Orchidaceae,Orchidales,Asparagales,
Live,Broughtonia negrilensis,Orchidaceae,Orchidales,Asparagales,
Live,Broughtonia sanguinea,Orchidaceae,Orchidales,Asparagales,
Live,Bryobium hyacinthoides,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum affine,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum alexandrae,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum baronii,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum boiteaui,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum callosum,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum careyanum,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum cirrhoglossum,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum comosum,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum coriophorum,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum elassonotum,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum evrardii,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum flabellum-veneris,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum frostii,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum hamelini,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum horizontale,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum leandrianum,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum lemniscatoides,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum lobbii,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum macranthum,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum macrocoleum,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum monanthum,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum nigrescens,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum occlusum,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum occultum,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum odoratissimum,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum odoratum,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum pectenveneris,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum picturatum,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum putidum,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum refractum,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum sigaldiae,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum spathulatum,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum sulfureum,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum tixieri,Orchidaceae,Orchidales,Asparagales,
Live,Bulbophyllum tortisepalum,Orchidaceae,Orchidales,Asparagales,
Live,Calanthe cardioglossa,Orchidaceae,Orchidales,Asparagales,
Live,Calanthe densiflora,Orchidaceae,Orchidales,Asparagales,
Live,Calanthe madagascariensis,Orchidaceae,Orchidales,Asparagales,
Live,Calanthe puberula,Orchidaceae,Orchidales,Asparagales,
Live,Calanthe rubens,Orchidaceae,Orchidales,Asparagales,
Live,Calanthe sylvatica,Orchidaceae,Orchidales,Asparagales,
Live,Calanthe triplicata,Orchidaceae,Orchidales,Asparagales,
Live,Calanthe vestita,Orchidaceae,Orchidales,Asparagales,
Live,Campylocentrum micranthum,Orchidaceae,Orchidales,Asparagales,
Live,Campylocentrum pachyrrhizum,Orchidaceae,Orchidales,Asparagales,
Live,Carnegiea gigantea,Cactaceae,Caryophyllales,Caryophyllales,
Live,Catasetum integerrimum,Orchidaceae,Orchidales,Asparagales,
Live,Catasetum tenebrosum,Orchidaceae,Orchidales,Asparagales,
Live,Cattleya bowringiana,Orchidaceae,Orchidales,Asparagales,
Live,Cattleya guatemalensis,Orchidaceae,Orchidales,Asparagales,
Live,Cattleya luteola,Orchidaceae,Orchidales,Asparagales,
Live,Cattleya maxima,Orchidaceae,Orchidales,Asparagales,
Live,Cattleya rex,Orchidaceae,Orchidales,Asparagales,
Live,Caucaea phalaenopsis,Orchidaceae,Orchidales,Asparagales,
Live,Caularthron bilamellatum,Orchidaceae,Orchidales,Asparagales,
Live,Christensonia vietnamica,Orchidaceae,Orchidales,Asparagales,
Live,Chysis aurea,Orchidaceae,Orchidales,Asparagales,
Live,Chysis bractescens,Orchidaceae,Orchidales,Asparagales,
Live,Cibotium barometz,Dicksoniaceae,Dicksoniales,Dicksoniales,
Live,Cleisostoma arietinum,Orchidaceae,Orchidales,Asparagales,
Live,Cleisostoma birmanicum,Orchidaceae,Orchidales,Asparagales,
Live,Cleisostoma filiforme,Orchidaceae,Orchidales,Asparagales,
Live,Cleisostoma inflatum,Orchidaceae,Orchidales,Asparagales,
Live,Cleisostoma tenuifolium,Orchidaceae,Orchidales,Asparagales,
Live,Cochleanthes flabelliformis,Orchidaceae,Orchidales,Asparagales,
Live,Coelia bella,Orchidaceae,Orchidales,Asparagales,
Live,Coelia triptera,Orchidaceae,Orchidales,Asparagales,
Live,Coelogyne assamica,Orchidaceae,Orchidales,Asparagales,
Live,Coelogyne filipeda,Orchidaceae,Orchidales,Asparagales,
Live,Coelogyne fimbriata,Orchidaceae,Orchidales,Asparagales,
Live,Coelogyne lawrenceana,Orchidaceae,Orchidales,Asparagales,
Live,Coelogyne mooreana,Orchidaceae,Orchidales,Asparagales,
Live,Coelogyne ovalis,Orchidaceae,Orchidales,Asparagales,
Live,Coelogyne rigida,Orchidaceae,Orchidales,Asparagales,
Live,Coelogyne sanderae,Orchidaceae,Orchidales,Asparagales,
Live,Coelogyne tomentosa,Orchidaceae,Orchidales,Asparagales,
Live,Coelogyne virescens,Orchidaceae,Orchidales,Asparagales,
Live,Coelogyne viscosa,Orchidaceae,Orchidales,Asparagales,
Live,Comparettia falcata,Orchidaceae,Orchidales,Asparagales,
Live,Comparettia macroplectron,Orchidaceae,Orchidales,Asparagales,
Live,Corryocactus brevistylus,Cactaceae,Caryophyllales,Caryophyllales,
Live,Coryanthes maculata,Orchidaceae,Orchidales,Asparagales,
Live,Coryanthes speciosa,Orchidaceae,Orchidales,Asparagales,
Live,Coryphantha poselgeriana,Cactaceae,Caryophyllales,Caryophyllales,
Live,Crepidium acuminatum,Orchidaceae,Orchidales,Asparagales,
Live,Cryptopus paniculatus,Orchidaceae,Orchidales,Asparagales,
Live,Cuitlauzina pulchella,Orchidaceae,Orchidales,Asparagales,
Live,Cumulopuntia sphaerica,Cactaceae,Caryophyllales,Caryophyllales,
Live,Cyathea australis,Cyatheaceae,Cyatheales,Cyatheales,
Live,Cyathea dealbata,Cyatheaceae,Cyatheales,Cyatheales,
Live,Cyathea medullaris,Cyatheaceae,Cyatheales,Cyatheales,
Live,Cycas angulata,Cycadaceae,Cycadales,Cycadales,
Live,Cycas armstrongii,Cycadaceae,Cycadales,Cycadales,
Live,Cycas beddomei,Cycadaceae,Cycadales,Cycadales,
Live,Cycas media,Cycadaceae,Cycadales,Cycadales,
Live,Cycas megacarpa,Cycadaceae,Cycadales,Cycadales,
Live,Cycas ophiolitica,Cycadaceae,Cycadales,Cycadales,
Live,Cycas pectinata,Cycadaceae,Cycadales,Cycadales,
Live,Cycas revoluta,Cycadaceae,Cycadales,Cycadales,
Live,Cycas siamensis,Cycadaceae,Cycadales,Cycadales,
Live,Cycas thouarsii,Cycadaceae,Cycadales,Cycadales,
Live,Cyclamen cilicium,Primulaceae,Primulales,Ericales,
Live,Cyclamen colchicum,Primulaceae,Primulales,Ericales,
Live,Cyclamen coum,Primulaceae,Primulales,Ericales,
Live,Cyclamen coum caucasicum,Primulaceae,Primulales,Ericales,
Live,Cyclamen hederifolium,Primulaceae,Primulales,Ericales,
Live,Cycnoches egertonianum,Orchidaceae,Orchidales,Asparagales,
Live,Cycnoches ventricosum,Orchidaceae,Orchidales,Asparagales,
Live,Cylindrolobus biflorus,Orchidaceae,Orchidales,Asparagales,
Live,Cylindropuntia acanthocarpa,Cactaceae,Caryophyllales,Caryophyllales,
Live,Cylindropuntia caribaea,Cactaceae,Caryophyllales,Caryophyllales,
Live,Cymbidiella falcigera,Orchidaceae,Orchidales,Asparagales,
Live,Cymbidiella flabellata,Orchidaceae,Orchidales,Asparagales,
Live,Cymbidiella pardalina,Orchidaceae,Orchidales,Asparagales,
Live,Cymbidium aloifolium,Orchidaceae,Orchidales,Asparagales,
Live,Cymbidium dayanum,Orchidaceae,Orchidales,Asparagales,
Live,Cymbidium devonianum,Orchidaceae,Orchidales,Asparagales,
Live,Cymbidium eburneum,Orchidaceae,Orchidales,Asparagales,
Live,Cymbidium elegans,Orchidaceae,Orchidales,Asparagales,
Live,Cymbidium ensifolium,Orchidaceae,Orchidales,Asparagales,
Live,Cymbidium erythraeum,Orchidaceae,Orchidales,Asparagales,
Live,Cymbidium erythrostylum,Orchidaceae,Orchidales,Asparagales,
Live,Cymbidium finlaysonianum,Orchidaceae,Orchidales,Asparagales,
Live,Cymbidium insigne,Orchidaceae,Orchidales,Asparagales,
Live,Cymbidium iridioides,Orchidaceae,Orchidales,Asparagales,
Live,Cymbidium kanran,Orchidaceae,Orchidales,Asparagales,
Live,Cymbidium lancifolium,Orchidaceae,Orchidales,Asparagales,
Live,Cymbidium lowianum,Orchidaceae,Orchidales,Asparagales,
Live,Cymbidium munronianum,Orchidaceae,Orchidales,Asparagales,
Live,Cymbidium sinense,Orchidaceae,Orchidales,Asparagales,
Live,Cynorkis flexuosa,Orchidaceae,Orchidales,Asparagales,
Live,Cynorkis gibbosa,Orchidaceae,Orchidales,Asparagales,
Live,Cynorkis perrieri,Orchidaceae,Orchidales,Asparagales,
Live,Cynorkis ridleyi,Orchidaceae,Orchidales,Asparagales,
Live,Cynorkis sacculata,Orchidaceae,Orchidales,Asparagales,
Live,Cypripedium parviflorum,Orchidaceae,Orchidales,Asparagales,
Live,Cypripedium reginae,Orchidaceae,Orchidales,Asparagales,
Live,Cyrtopodium punctatum,Orchidaceae,Orchidales,Asparagales,
Live,Dactylorhiza incarnata,Orchidaceae,Orchidales,Asparagales,
Live,Decarya madagascariensis,Didiereaceae,Caryophyllales,Caryophyllales,
Live,Dendrobium aduncum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium aggregatum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium aloifolium,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium amabile,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium anosmum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium aphyllum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium bellatulum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium brymerianum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium capillipes,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium cariniferum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium cathcartii,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium chlorostylum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium christyanum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium chrysanthum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium chryseum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium chrysotoxum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium crepidatum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium cruentum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium crumenatum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium crystallinum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium delacourii,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium densiflorum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium devonianum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium dickasonii,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium draconis,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium exile,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium falconeri,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium farmeri,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium fimbriatum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium formosum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium gibsonii,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium gratiosissimum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium hancockii,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium harveyanum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium hemimelanoglossum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium hercoglossum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium infundibulum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium kentrophyllum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium langbianense,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium lindleyi,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium longicornu,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium nathanielis,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium nobile,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium ochraceum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium oligophyllum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium palpebrae,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium parciflorum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium parishii,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium pendulum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium podagraria,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium primulinum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium pseudointricatum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium pulchellum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium revolutum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium secundum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium sulcatum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium terminale,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium thyrsiflorum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium tortile,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium transparens,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium unicum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium virgineum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium wardianum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium wattii,Orchidaceae,Orchidales,Asparagales,
Live,Dendrobium williamsonii,Orchidaceae,Orchidales,Asparagales,
Live,Dendrocereus undulosus,Cactaceae,Caryophyllales,Caryophyllales,
Live,Dendrolirium lasiopetalum,Orchidaceae,Orchidales,Asparagales,
Live,Dendrophylax barrettiae,Orchidaceae,Orchidales,Asparagales,
Live,Dendrophylax funalis,Orchidaceae,Orchidales,Asparagales,
Live,Dendrophylax porrectus,Orchidaceae,Orchidales,Asparagales,
Live,Dichaea glauca,Orchidaceae,Orchidales,Asparagales,
Live,Dicksonia antarctica,Dicksoniaceae,Dicksoniales,Dicksoniales,
Live,Dicksonia fibrosa,Dicksoniaceae,Dicksoniales,Dicksoniales,
Live,Dicksonia squarrosa,Dicksoniaceae,Dicksoniales,Dicksoniales,
Live,Didierea madagascariensis,Didiereaceae,Caryophyllales,Caryophyllales,
Live,Didierea trollii,Didiereaceae,Caryophyllales,Caryophyllales,
Live,Dienia ophrydis,Orchidaceae,Orchidales,Asparagales,
Live,Dilomilis montana,Orchidaceae,Orchidales,Asparagales,
Live,Dimerandra emarginata,Orchidaceae,Orchidales,Asparagales,
Live,Dinema polybulbon,Orchidaceae,Orchidales,Asparagales,
Live,Dipodium paludosum,Orchidaceae,Orchidales,Asparagales,
Live,Disa caffra,Orchidaceae,Orchidales,Asparagales,
Live,Disa incarnata,Orchidaceae,Orchidales,Asparagales,
Live,Disocactus speciosus,Cactaceae,Caryophyllales,Caryophyllales,
Live,Dypsis decaryi,Palmae,Arecales,Arecales,
Live,Earina mucronata,Orchidaceae,Orchidales,Asparagales,
Live,Echinocactus grusonii,Cactaceae,Caryophyllales,Caryophyllales,
Live,Echinocactus horizonthalonius,Cactaceae,Caryophyllales,Caryophyllales,
Live,Echinocactus texensis,Cactaceae,Caryophyllales,Caryophyllales,
Live,Echinocereus rigidissimus,Cactaceae,Caryophyllales,Caryophyllales,
Live,Echinopsis chalaensis,Cactaceae,Caryophyllales,Caryophyllales,
Live,Echinopsis chiloensis,Cactaceae,Caryophyllales,Caryophyllales,
Live,Echinopsis cuzcoensis,Cactaceae,Caryophyllales,Caryophyllales,
Live,Echinopsis lageniformis,Cactaceae,Caryophyllales,Caryophyllales,
Live,Echinopsis pachanoi,Cactaceae,Caryophyllales,Caryophyllales,
Live,Echinopsis peruviana,Cactaceae,Caryophyllales,Caryophyllales,
Live,Elleanthus longibracteatus,Orchidaceae,Orchidales,Asparagales,
Live,Eltroplectris calcarata,Orchidaceae,Orchidales,Asparagales,
Live,Encyclia alata,Orchidaceae,Orchidales,Asparagales,
Live,Encyclia amanda,Orchidaceae,Orchidales,Asparagales,
Live,Encyclia boothiana,Orchidaceae,Orchidales,Asparagales,
Live,Encyclia bractescens,Orchidaceae,Orchidales,Asparagales,
Live,Encyclia chacaoensis,Orchidaceae,Orchidales,Asparagales,
Live,Encyclia cochleata,Orchidaceae,Orchidales,Asparagales,
Live,Encyclia distantiflora,Orchidaceae,Orchidales,Asparagales,
Live,Encyclia fragrans,Orchidaceae,Orchidales,Asparagales,
Live,Encyclia guatemalensis,Orchidaceae,Orchidales,Asparagales,
Live,Encyclia michuacana,Orchidaceae,Orchidales,Asparagales,
Live,Encyclia microtos,Orchidaceae,Orchidales,Asparagales,
Live,Encyclia polybulbon,Orchidaceae,Orchidales,Asparagales,
Live,Encyclia pygmaea,Orchidaceae,Orchidales,Asparagales,
Live,Encyclia radiata,Orchidaceae,Orchidales,Asparagales,
Live,Encyclia sintenisii,Orchidaceae,Orchidales,Asparagales,
Live,Encyclia tampensis,Orchidaceae,Orchidales,Asparagales,
Live,Epidendrum acunae,Orchidaceae,Orchidales,Asparagales,
Live,Epidendrum anceps,Orchidaceae,Orchidales,Asparagales,
Live,Epidendrum ciliare,Orchidaceae,Orchidales,Asparagales,
Live,Epidendrum cristatum,Orchidaceae,Orchidales,Asparagales,
Live,Epidendrum cusii,Orchidaceae,Orchidales,Asparagales,
Live,Epidendrum difforme,Orchidaceae,Orchidales,Asparagales,
Live,Epidendrum diffusum,Orchidaceae,Orchidales,Asparagales,
Live,Epidendrum hawkesii,Orchidaceae,Orchidales,Asparagales,
Live,Epidendrum jamaicense,Orchidaceae,Orchidales,Asparagales,
Live,Epidendrum lanipes,Orchidaceae,Orchidales,Asparagales,
Live,Epidendrum nocturnum,Orchidaceae,Orchidales,Asparagales,
Live,Epidendrum nutans,Orchidaceae,Orchidales,Asparagales,
Live,Epidendrum paniculatum,Orchidaceae,Orchidales,Asparagales,
