"","Taxon","Family","Order","Vol_Unit","Importer","Exporter","Year","Vol","Volume"
"6599","Pericopsis elata","Leguminosae","Fabales","m3","TR","CD",2012,,0
"6600","Pericopsis elata","Leguminosae","Fabales","m3","TR","CD",2013,,0
"6601","Pericopsis elata","Leguminosae","Fabales","m3","TR","CD",2014,,0
"6602","Pericopsis elata","Leguminosae","Fabales","m3","TR","CD",2015,,0
"6603","Pericopsis elata","Leguminosae","Fabales","m3","TR","CD",2016,316.12,316.12
"6604","Pericopsis elata","Leguminosae","Fabales","m3","TR","CD",2017,,0
"6605","Pericopsis elata","Leguminosae","Fabales","m3","TR","CD",2018,,0
"6606","Pericopsis elata","Leguminosae","Fabales","m3","TR","CD",2019,20.906,20.906
"6607","Pericopsis elata","Leguminosae","Fabales","m3","TR","CD",2020,126.394,126.394
"6608","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2000,,0
"6609","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2001,,0
"6610","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2002,,0
"6611","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2003,,0
"6612","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2004,,0
"6613","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2005,,0
"6614","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2006,,0
"6615","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2007,,0
"6616","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2008,,0
"6617","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2009,,0
"6618","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2010,,0
"6619","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2011,,0
"6620","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2012,,0
"6621","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2013,,0
"6622","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2014,,0
"6623","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2015,,0
"6624","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2016,,0
"6625","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2017,,0
"6626","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2018,,0
"6627","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2019,,0
"6628","Pericopsis elata","Leguminosae","Fabales","m3","TR","CG",2020,75.243,75.243
"6629","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2000,,0
"6630","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2001,,0
"6631","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2002,,0
"6632","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2003,,0
"6633","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2004,,0
"6634","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2005,,0
"6635","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2006,78,78
"6636","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2007,68,68
"6637","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2008,330,330
"6638","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2009,42,42
"6639","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2010,84,84
"6640","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2011,211,211
"6641","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2012,128,128
"6642","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2013,288,288
"6643","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2014,363,363
"6644","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2015,388,388
"6645","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2016,327,327
"6646","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2017,,0
"6647","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2018,,0
"6648","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2019,,0
"6649","Pericopsis elata","Leguminosae","Fabales","m3","US","CD",2020,,0
"6650","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2000,,0
"6651","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2001,,0
"6652","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2002,,0
"6653","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2003,23,23
"6654","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2004,,0
"6655","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2005,,0
"6656","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2006,,0
"6657","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2007,,0
"6658","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2008,,0
"6659","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2009,,0
"6660","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2010,,0
"6661","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2011,,0
"6662","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2012,,0
"6663","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2013,,0
"6664","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2014,,0
"6665","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2015,,0
"6666","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2016,,0
"6667","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2017,,0
"6668","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2018,,0
"6669","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2019,,0
"6670","Pericopsis elata","Leguminosae","Fabales","m3","US","CF",2020,,0
"6671","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2000,,0
"6672","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2001,,0
"6673","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2002,,0
"6674","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2003,25,25
"6675","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2004,,0
"6676","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2005,,0
"6677","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2006,,0
"6678","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2007,,0
"6679","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2008,,0
"6680","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2009,,0
"6681","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2010,,0
"6682","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2011,,0
"6683","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2012,,0
"6684","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2013,,0
"6685","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2014,6,6
"6686","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2015,,0
"6687","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2016,,0
"6688","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2017,,0
"6689","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2018,,0
"6690","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2019,,0
"6691","Pericopsis elata","Leguminosae","Fabales","m3","US","CG",2020,,0
"6692","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2000,,0
"6693","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2001,76,76
"6694","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2002,160,160
"6695","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2003,253,253
"6696","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2004,593,593
"6697","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2005,219,219
"6698","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2006,127,127
"6699","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2007,68,68
"6700","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2008,31,31
"6701","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2009,,0
"6702","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2010,,0
"6703","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2011,123,123
"6704","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2012,80,80
"6705","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2013,25,25
"6706","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2014,107,107
"6707","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2015,266,266
"6708","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2016,125,125
"6709","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2017,143,143
"6710","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2018,500,500
"6711","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2019,,0
"6712","Pericopsis elata","Leguminosae","Fabales","m3","US","CM",2020,,0
"6713","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2000,,0
"6714","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2001,,0
"6715","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2002,,0
"6716","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2003,,0
"6717","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2004,,0
"6718","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2005,,0
"6719","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2006,,0
"6720","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2007,,0
"6721","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2008,,0
"6722","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2009,,0
"6723","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2010,,0
"6724","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2011,,0
"6725","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2012,,0
"6726","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2013,,0
"6727","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2014,,0
"6728","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2015,,0
"6729","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2016,,0
"6730","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2017,3597.444,3597.444
"6731","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2018,3418.45,3418.45
"6732","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2019,8685.699,8685.699
"6733","Pericopsis elata","Leguminosae","Fabales","m3","VN","CD",2020,10048.654,10048.654
"6734","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2000,,0
"6735","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2001,,0
"6736","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2002,,0
"6737","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2003,,0
"6738","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2004,,0
"6739","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2005,,0
"6740","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2006,,0
"6741","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2007,,0
"6742","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2008,,0
"6743","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2009,,0
"6744","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2010,,0
"6745","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2011,,0
"6746","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2012,,0
"6747","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2013,,0
"6748","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2014,,0
"6749","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2015,,0
"6750","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2016,,0
"6751","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2017,,0
"6752","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2018,,0
"6753","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2019,35.487,35.487
"6754","Pericopsis elata","Leguminosae","Fabales","m3","VN","CF",2020,,0
"6755","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2000,,0
"6756","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2001,,0
"6757","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2002,,0
"6758","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2003,,0
"6759","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2004,,0
"6760","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2005,,0
"6761","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2006,,0
"6762","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2007,,0
"6763","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2008,,0
"6764","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2009,,0
"6765","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2010,,0
"6766","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2011,,0
"6767","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2012,,0
"6768","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2013,,0
"6769","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2014,,0
"6770","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2015,,0
"6771","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2016,249,249
"6772","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2017,1319.018,1319.018
"6773","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2018,35.46,35.46
"6774","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2019,,0
"6775","Pericopsis elata","Leguminosae","Fabales","m3","VN","CG",2020,510.167,510.167
"6776","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2000,,0
"6777","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2001,,0
"6778","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2002,,0
"6779","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2003,,0
"6780","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2004,,0
"6781","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2005,,0
"6782","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2006,,0
"6783","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2007,,0
"6784","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2008,,0
"6785","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2009,,0
"6786","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2010,,0
"6787","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2011,,0
"6788","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2012,,0
"6789","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2013,,0
"6790","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2014,,0
"6791","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2015,,0
"6792","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2016,,0
"6793","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2017,,0
"6794","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2018,,0
"6795","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2019,57718,57718
"6796","Pericopsis elata","Leguminosae","Fabales","m3","ZA","CG",2020,,0
"6797","Pinus koraiensis","Pinaceae","Pinales","m3","CN","KP",2010,,0
"6798","Pinus koraiensis","Pinaceae","Pinales","m3","CN","KP",2011,,0
"6799","Pinus koraiensis","Pinaceae","Pinales","m3","CN","KP",2012,,0
"6800","Pinus koraiensis","Pinaceae","Pinales","m3","CN","KP",2013,,0
"6801","Pinus koraiensis","Pinaceae","Pinales","m3","CN","KP",2014,,0
"6802","Pinus koraiensis","Pinaceae","Pinales","m3","CN","KP",2015,1000,1000
"6803","Pinus koraiensis","Pinaceae","Pinales","m3","CN","KP",2016,,0
"6804","Pinus koraiensis","Pinaceae","Pinales","m3","CN","KP",2017,,0
"6805","Pinus koraiensis","Pinaceae","Pinales","m3","CN","KP",2018,,0
"6806","Pinus koraiensis","Pinaceae","Pinales","m3","CN","KP",2019,,0
"6807","Pinus koraiensis","Pinaceae","Pinales","m3","CN","KP",2020,,0
"6808","Pinus koraiensis","Pinaceae","Pinales","m3","CN","RU",2010,,0
"6809","Pinus koraiensis","Pinaceae","Pinales","m3","CN","RU",2011,6216.7,6216.7
"6810","Pinus koraiensis","Pinaceae","Pinales","m3","CN","RU",2012,,0
"6811","Pinus koraiensis","Pinaceae","Pinales","m3","CN","RU",2013,,0
"6812","Pinus koraiensis","Pinaceae","Pinales","m3","CN","RU",2014,,0
"6813","Pinus koraiensis","Pinaceae","Pinales","m3","CN","RU",2015,,0
"6814","Pinus koraiensis","Pinaceae","Pinales","m3","CN","RU",2016,,0
"6815","Pinus koraiensis","Pinaceae","Pinales","m3","CN","RU",2017,,0
"6816","Pinus koraiensis","Pinaceae","Pinales","m3","CN","RU",2018,,0
"6817","Pinus koraiensis","Pinaceae","Pinales","m3","CN","RU",2019,,0
"6818","Pinus koraiensis","Pinaceae","Pinales","m3","CN","RU",2020,12075.3,12075.3
"6819","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2000,,0
"6820","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2001,,0
"6821","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2002,,0
"6822","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2003,,0
"6823","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2004,,0
"6824","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2005,,0
"6825","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2006,,0
"6826","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2007,,0
"6827","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2008,,0
"6828","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2009,,0
"6829","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2010,,0
"6830","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2011,,0
"6831","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2012,,0
"6832","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2013,,0
"6833","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2014,4.997,4.997
"6834","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2015,,0
"6835","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2016,,0
"6836","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2017,,0
"6837","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2018,23.732,23.732
"6838","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2019,24.115,24.115
"6839","Platymiscium parviflorum","Leguminosae","Fabales","m3","CN","NI",2020,,0
"6840","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2000,,0
"6841","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2001,,0
"6842","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2002,,0
"6843","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2003,,0
"6844","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2004,,0
"6845","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2005,,0
"6846","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2006,,0
"6847","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2007,,0
"6848","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2008,,0
"6849","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2009,,0
"6850","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2010,,0
"6851","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2011,,0
"6852","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2012,,0
"6853","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2013,1,1
"6854","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2014,,0
"6855","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2015,,0
"6856","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2016,,0
"6857","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2017,,0
"6858","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2018,,0
"6859","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2019,,0
"6860","Platymiscium parviflorum","Leguminosae","Fabales","m3","US","NI",2020,,0
"6861","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","BF",2016,,0
"6862","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","BF",2017,68,68
"6863","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","BF",2018,136,136
"6864","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","BF",2019,,0
"6865","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","BF",2020,,0
"6866","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","BJ",2016,,0
"6867","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","BJ",2017,37486.0113208226,37486.0113208226
"6868","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","BJ",2018,4845.127,4845.127
"6869","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","BJ",2019,,0
"6870","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","BJ",2020,,0
"6871","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","GH",2016,46704.773,46704.773
"6872","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","GH",2017,95164.539,95164.539
"6873","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","GH",2018,99623.014,99623.014
"6874","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","GH",2019,119029.507,119029.507
"6875","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","GH",2020,43804.2,43804.2
"6876","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","GM",2016,73344.53,73344.53
"6877","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","GM",2017,134916.861056547,134916.861056547
"6878","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","GM",2018,21507.29,21507.29
"6879","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","GM",2019,74592.812,74592.812
"6880","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","GM",2020,24590.43,24590.43
"6881","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","GW",2016,,0
"6882","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","GW",2017,,0
"6883","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","GW",2018,519.232,519.232
"6884","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","GW",2019,1054.69,1054.69
"6885","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","GW",2020,,0
"6886","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","ML",2016,,0
"6887","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","ML",2017,52112.1,52112.1
"6888","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","ML",2018,45119.7,45119.7
"6889","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","ML",2019,68093.14,68093.14
"6890","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","ML",2020,69131.96,69131.96
"6891","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","NG",2016,57664.124032931,57664.124032931
"6892","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","NG",2017,506718.96070389,506718.96070389
"6893","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","NG",2018,380269.965988686,380269.965988686
"6894","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","NG",2019,11143.4,11143.4
"6895","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","NG",2020,,0
"6896","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","SL",2016,18083.66,18083.66
"6897","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","SL",2017,57835.071,57835.071
"6898","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","SL",2018,134360.273726987,134360.273726987
"6899","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","SL",2019,169814.269,169814.269
"6900","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","SL",2020,161157.71,161157.71
"6901","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","XX",2016,,0
"6902","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","XX",2017,65.9,65.9
"6903","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","XX",2018,,0
"6904","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","XX",2019,,0
"6905","Pterocarpus erinaceus","Leguminosae","Fabales","m3","CN","XX",2020,,0
"6906","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","BJ",2016,,0
"6907","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","BJ",2017,300,300
"6908","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","BJ",2018,,0
"6909","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","BJ",2019,,0
"6910","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","BJ",2020,,0
"6911","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","GH",2016,,0
"6912","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","GH",2017,57,57
"6913","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","GH",2018,4136.95,4136.95
"6914","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","GH",2019,1912,1912
"6915","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","GH",2020,,0
"6916","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","GM",2016,,0
"6917","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","GM",2017,15,15
"6918","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","GM",2018,,0
"6919","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","GM",2019,,0
"6920","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","GM",2020,,0
"6921","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","NG",2016,,0
"6922","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","NG",2017,15414.535,15414.535
"6923","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","NG",2018,15948.82,15948.82
"6924","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","NG",2019,40,40
"6925","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","NG",2020,,0
"6926","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","SL",2016,,0
"6927","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","SL",2017,,0
"6928","Pterocarpus erinaceus","Leguminosae","Fabales","m3","VN","SL",2018,1863.82,1863.82
