"","Taxon","Family","Order","Vol_Unit","Year","Clean_code","IUCNName","Threat","Volume"
"123","Carnegiea gigantea","Cactaceae","Caryophyllales","m3",2019,"LC","Carnegiea gigantea","not threatened",0
"124","Carnegiea gigantea","Cactaceae","Caryophyllales","m3",2020,"LC","Carnegiea gigantea","not threatened",0
"125","Caryocar costaricense","Caryocaraceae","Theales","m3",2000,"VU","Caryocar costaricense","threatened",0
"126","Caryocar costaricense","Caryocaraceae","Theales","m3",2001,"VU","Caryocar costaricense","threatened",0
"127","Caryocar costaricense","Caryocaraceae","Theales","m3",2002,"VU","Caryocar costaricense","threatened",0
"128","Caryocar costaricense","Caryocaraceae","Theales","m3",2003,"VU","Caryocar costaricense","threatened",0
"129","Caryocar costaricense","Caryocaraceae","Theales","m3",2004,"VU","Caryocar costaricense","threatened",0
"130","Caryocar costaricense","Caryocaraceae","Theales","m3",2005,"VU","Caryocar costaricense","threatened",0
"131","Caryocar costaricense","Caryocaraceae","Theales","m3",2006,"VU","Caryocar costaricense","threatened",0
"132","Caryocar costaricense","Caryocaraceae","Theales","m3",2007,"VU","Caryocar costaricense","threatened",0
"133","Caryocar costaricense","Caryocaraceae","Theales","m3",2008,"VU","Caryocar costaricense","threatened",0
"134","Caryocar costaricense","Caryocaraceae","Theales","m3",2009,"VU","Caryocar costaricense","threatened",0
"135","Caryocar costaricense","Caryocaraceae","Theales","m3",2010,"VU","Caryocar costaricense","threatened",0
"136","Caryocar costaricense","Caryocaraceae","Theales","m3",2011,"VU","Caryocar costaricense","threatened",0
"137","Caryocar costaricense","Caryocaraceae","Theales","m3",2012,"VU","Caryocar costaricense","threatened",0
"138","Caryocar costaricense","Caryocaraceae","Theales","m3",2013,"VU","Caryocar costaricense","threatened",0
"139","Caryocar costaricense","Caryocaraceae","Theales","m3",2014,"VU","Caryocar costaricense","threatened",7
"140","Caryocar costaricense","Caryocaraceae","Theales","m3",2015,"VU","Caryocar costaricense","threatened",0
"141","Caryocar costaricense","Caryocaraceae","Theales","m3",2016,"VU","Caryocar costaricense","threatened",0
"142","Caryocar costaricense","Caryocaraceae","Theales","m3",2017,"VU","Caryocar costaricense","threatened",0
"143","Caryocar costaricense","Caryocaraceae","Theales","m3",2018,"EN","Caryocar costaricense","threatened",0
"144","Caryocar costaricense","Caryocaraceae","Theales","m3",2019,"EN","Caryocar costaricense","threatened",0
"145","Caryocar costaricense","Caryocaraceae","Theales","m3",2020,"EN","Caryocar costaricense","threatened",0
"146","Cedrela angustifolia","Meliaceae","Sapindales","m3",2010,"NE","Cedrela angustifolia","not threatened",0
"147","Cedrela angustifolia","Meliaceae","Sapindales","m3",2011,"NE","Cedrela angustifolia","not threatened",0
"148","Cedrela angustifolia","Meliaceae","Sapindales","m3",2012,"NE","Cedrela angustifolia","not threatened",0
"149","Cedrela angustifolia","Meliaceae","Sapindales","m3",2013,"NE","Cedrela angustifolia","not threatened",0
"150","Cedrela angustifolia","Meliaceae","Sapindales","m3",2014,"NE","Cedrela angustifolia","not threatened",0
"151","Cedrela angustifolia","Meliaceae","Sapindales","m3",2015,"NE","Cedrela angustifolia","not threatened",0
"152","Cedrela angustifolia","Meliaceae","Sapindales","m3",2016,"NE","Cedrela angustifolia","not threatened",0
"153","Cedrela angustifolia","Meliaceae","Sapindales","m3",2017,"NE","Cedrela angustifolia","not threatened",0
"154","Cedrela angustifolia","Meliaceae","Sapindales","m3",2018,"NE","Cedrela angustifolia","not threatened",0
"155","Cedrela angustifolia","Meliaceae","Sapindales","m3",2019,"NE","Cedrela angustifolia","not threatened",0
"156","Cedrela angustifolia","Meliaceae","Sapindales","m3",2020,"NE","Cedrela angustifolia","not threatened",2.15
"157","Cedrela fissilis","Meliaceae","Sapindales","m3",2010,"EN","Cedrela fissilis","threatened",0
"158","Cedrela fissilis","Meliaceae","Sapindales","m3",2011,"EN","Cedrela fissilis","threatened",0
"159","Cedrela fissilis","Meliaceae","Sapindales","m3",2012,"EN","Cedrela fissilis","threatened",3.69
"160","Cedrela fissilis","Meliaceae","Sapindales","m3",2013,"EN","Cedrela fissilis","threatened",28
"161","Cedrela fissilis","Meliaceae","Sapindales","m3",2014,"EN","Cedrela fissilis","threatened",0.665
"162","Cedrela fissilis","Meliaceae","Sapindales","m3",2015,"EN","Cedrela fissilis","threatened",0
"163","Cedrela fissilis","Meliaceae","Sapindales","m3",2016,"EN","Cedrela fissilis","threatened",0
"164","Cedrela fissilis","Meliaceae","Sapindales","m3",2017,"EN","Cedrela fissilis","threatened",0
"165","Cedrela fissilis","Meliaceae","Sapindales","m3",2018,"VU","Cedrela fissilis","threatened",0
"166","Cedrela fissilis","Meliaceae","Sapindales","m3",2019,"VU","Cedrela fissilis","threatened",0
"167","Cedrela fissilis","Meliaceae","Sapindales","m3",2020,"VU","Cedrela fissilis","threatened",0
"168","Cedrela odorata","Meliaceae","Sapindales","m3",2001,"VU","Cedrela odorata","threatened",307.73
"169","Cedrela odorata","Meliaceae","Sapindales","m3",2002,"VU","Cedrela odorata","threatened",5434.618
"170","Cedrela odorata","Meliaceae","Sapindales","m3",2003,"VU","Cedrela odorata","threatened",11527.468
"171","Cedrela odorata","Meliaceae","Sapindales","m3",2004,"VU","Cedrela odorata","threatened",26524.622
"172","Cedrela odorata","Meliaceae","Sapindales","m3",2005,"VU","Cedrela odorata","threatened",24224.6605
"173","Cedrela odorata","Meliaceae","Sapindales","m3",2006,"VU","Cedrela odorata","threatened",36098.5793
"174","Cedrela odorata","Meliaceae","Sapindales","m3",2007,"VU","Cedrela odorata","threatened",51268.0375
"175","Cedrela odorata","Meliaceae","Sapindales","m3",2008,"VU","Cedrela odorata","threatened",27629.8942
"176","Cedrela odorata","Meliaceae","Sapindales","m3",2009,"VU","Cedrela odorata","threatened",4169.7705458998
"177","Cedrela odorata","Meliaceae","Sapindales","m3",2010,"VU","Cedrela odorata","threatened",6595.6751
"178","Cedrela odorata","Meliaceae","Sapindales","m3",2011,"VU","Cedrela odorata","threatened",4611.5118
"179","Cedrela odorata","Meliaceae","Sapindales","m3",2012,"VU","Cedrela odorata","threatened",2110.413156276
"180","Cedrela odorata","Meliaceae","Sapindales","m3",2013,"VU","Cedrela odorata","threatened",4145.7063052
"181","Cedrela odorata","Meliaceae","Sapindales","m3",2014,"VU","Cedrela odorata","threatened",2039.009
"182","Cedrela odorata","Meliaceae","Sapindales","m3",2015,"VU","Cedrela odorata","threatened",2022.58040574926
"183","Cedrela odorata","Meliaceae","Sapindales","m3",2016,"VU","Cedrela odorata","threatened",2171.77
"184","Cedrela odorata","Meliaceae","Sapindales","m3",2017,"VU","Cedrela odorata","threatened",7818.3644
"185","Cedrela odorata","Meliaceae","Sapindales","m3",2018,"VU","Cedrela odorata","threatened",1536.148
"186","Cedrela odorata","Meliaceae","Sapindales","m3",2019,"VU","Cedrela odorata","threatened",8850.519
"187","Cedrela odorata","Meliaceae","Sapindales","m3",2020,"VU","Cedrela odorata","threatened",976.666
"188","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2000,"NE","Cylindropuntia cholla","not threatened",0
"189","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2001,"NE","Cylindropuntia cholla","not threatened",0
"190","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2002,"NE","Cylindropuntia cholla","not threatened",0
"191","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2003,"NE","Cylindropuntia cholla","not threatened",0
"192","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2004,"NE","Cylindropuntia cholla","not threatened",3.51851851851852
"193","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2005,"NE","Cylindropuntia cholla","not threatened",0
"194","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2006,"NE","Cylindropuntia cholla","not threatened",0
"195","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2007,"NE","Cylindropuntia cholla","not threatened",0
"196","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2008,"NE","Cylindropuntia cholla","not threatened",0
"197","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2009,"NE","Cylindropuntia cholla","not threatened",0
"198","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2010,"NE","Cylindropuntia cholla","not threatened",0
"199","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2011,"NE","Cylindropuntia cholla","not threatened",0
"200","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2012,"NE","Cylindropuntia cholla","not threatened",0
"201","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2013,"LC","Cylindropuntia cholla","not threatened",0
"202","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2014,"LC","Cylindropuntia cholla","not threatened",0
"203","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2015,"LC","Cylindropuntia cholla","not threatened",0
"204","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2016,"LC","Cylindropuntia cholla","not threatened",0
"205","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2017,"LC","Cylindropuntia cholla","not threatened",0
"206","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2018,"LC","Cylindropuntia cholla","not threatened",0
"207","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2019,"LC","Cylindropuntia cholla","not threatened",0
"208","Cylindropuntia cholla","Cactaceae","Caryophyllales","m3",2020,"LC","Cylindropuntia cholla","not threatened",0
"209","Dalbergia bariensis","Leguminosae","Fabales","m3",2013,"NE","Dalbergia oliveri","not threatened",0
"210","Dalbergia bariensis","Leguminosae","Fabales","m3",2014,"NE","Dalbergia oliveri","not threatened",0
"211","Dalbergia bariensis","Leguminosae","Fabales","m3",2015,"NE","Dalbergia oliveri","not threatened",0
"212","Dalbergia bariensis","Leguminosae","Fabales","m3",2016,"NE","Dalbergia oliveri","not threatened",0
"213","Dalbergia bariensis","Leguminosae","Fabales","m3",2017,"NE","Dalbergia oliveri","not threatened",745
"214","Dalbergia bariensis","Leguminosae","Fabales","m3",2018,"NE","Dalbergia oliveri","not threatened",142.5
"215","Dalbergia bariensis","Leguminosae","Fabales","m3",2019,"NE","Dalbergia oliveri","not threatened",0
"216","Dalbergia bariensis","Leguminosae","Fabales","m3",2020,"NE","Dalbergia oliveri","not threatened",0
"217","Dalbergia calderonii","Leguminosae","Fabales","m3",2013,"NE","Dalbergia calderonii","not threatened",0
"218","Dalbergia calderonii","Leguminosae","Fabales","m3",2014,"NE","Dalbergia calderonii","not threatened",0
"219","Dalbergia calderonii","Leguminosae","Fabales","m3",2015,"NE","Dalbergia calderonii","not threatened",0
"220","Dalbergia calderonii","Leguminosae","Fabales","m3",2016,"NE","Dalbergia calderonii","not threatened",0
"221","Dalbergia calderonii","Leguminosae","Fabales","m3",2017,"NE","Dalbergia calderonii","not threatened",0
"222","Dalbergia calderonii","Leguminosae","Fabales","m3",2018,"NE","Dalbergia calderonii","not threatened",0
"223","Dalbergia calderonii","Leguminosae","Fabales","m3",2019,"NE","Dalbergia calderonii","not threatened",13.81
"224","Dalbergia calderonii","Leguminosae","Fabales","m3",2020,"CR","Dalbergia calderonii","threatened",0
"225","Dalbergia cochinchinensis","Leguminosae","Fabales","m3",2013,"NE","Dalbergia cochinchinensis","not threatened",2423.516
"226","Dalbergia cochinchinensis","Leguminosae","Fabales","m3",2014,"NE","Dalbergia cochinchinensis","not threatened",58909.23
"227","Dalbergia cochinchinensis","Leguminosae","Fabales","m3",2015,"NE","Dalbergia cochinchinensis","not threatened",9794.952
"228","Dalbergia cochinchinensis","Leguminosae","Fabales","m3",2016,"NE","Dalbergia cochinchinensis","not threatened",6019.65001363636
"229","Dalbergia cochinchinensis","Leguminosae","Fabales","m3",2017,"NE","Dalbergia cochinchinensis","not threatened",157.985
"230","Dalbergia cochinchinensis","Leguminosae","Fabales","m3",2018,"NE","Dalbergia cochinchinensis","not threatened",0
"231","Dalbergia cochinchinensis","Leguminosae","Fabales","m3",2019,"NE","Dalbergia cochinchinensis","not threatened",0
"232","Dalbergia cochinchinensis","Leguminosae","Fabales","m3",2020,"NE","Dalbergia cochinchinensis","not threatened",0
"233","Dalbergia granadillo","Leguminosae","Fabales","m3",2013,"NE","Dalbergia granadillo","not threatened",0
"234","Dalbergia granadillo","Leguminosae","Fabales","m3",2014,"NE","Dalbergia granadillo","not threatened",0
"235","Dalbergia granadillo","Leguminosae","Fabales","m3",2015,"NE","Dalbergia granadillo","not threatened",0
"236","Dalbergia granadillo","Leguminosae","Fabales","m3",2016,"NE","Dalbergia granadillo","not threatened",0
"237","Dalbergia granadillo","Leguminosae","Fabales","m3",2017,"NE","Dalbergia granadillo","not threatened",16.143
"238","Dalbergia granadillo","Leguminosae","Fabales","m3",2018,"NE","Dalbergia granadillo","not threatened",71.038
"239","Dalbergia granadillo","Leguminosae","Fabales","m3",2019,"CR","Dalbergia granadillo","threatened",0
"240","Dalbergia granadillo","Leguminosae","Fabales","m3",2020,"CR","Dalbergia granadillo","threatened",255.4
"241","Dalbergia lactea","Leguminosae","Fabales","m3",2013,"NE","Dalbergia lactea","not threatened",0
"242","Dalbergia lactea","Leguminosae","Fabales","m3",2014,"NE","Dalbergia lactea","not threatened",0
"243","Dalbergia lactea","Leguminosae","Fabales","m3",2015,"NE","Dalbergia lactea","not threatened",0
"244","Dalbergia lactea","Leguminosae","Fabales","m3",2016,"NE","Dalbergia lactea","not threatened",0
"245","Dalbergia lactea","Leguminosae","Fabales","m3",2017,"NE","Dalbergia lactea","not threatened",0
"246","Dalbergia lactea","Leguminosae","Fabales","m3",2018,"NE","Dalbergia lactea","not threatened",0.959253900821293
"247","Dalbergia lactea","Leguminosae","Fabales","m3",2019,"NE","Dalbergia lactea","not threatened",0
"248","Dalbergia lactea","Leguminosae","Fabales","m3",2020,"NE","Dalbergia lactea","not threatened",0
"249","Dalbergia latifolia","Leguminosae","Fabales","m3",2013,"VU","Dalbergia latifolia","threatened",0
"250","Dalbergia latifolia","Leguminosae","Fabales","m3",2014,"VU","Dalbergia latifolia","threatened",0
"251","Dalbergia latifolia","Leguminosae","Fabales","m3",2015,"VU","Dalbergia latifolia","threatened",0
"252","Dalbergia latifolia","Leguminosae","Fabales","m3",2016,"VU","Dalbergia latifolia","threatened",0
"253","Dalbergia latifolia","Leguminosae","Fabales","m3",2017,"VU","Dalbergia latifolia","threatened",177820.286864037
"254","Dalbergia latifolia","Leguminosae","Fabales","m3",2018,"VU","Dalbergia latifolia","threatened",12768.3888856935
"255","Dalbergia latifolia","Leguminosae","Fabales","m3",2019,"VU","Dalbergia latifolia","threatened",72.3781130349014
"256","Dalbergia latifolia","Leguminosae","Fabales","m3",2020,"VU","Dalbergia latifolia","threatened",151.9221
"257","Dalbergia melanoxylon","Leguminosae","Fabales","m3",2013,"NT","Dalbergia melanoxylon","not threatened",0
"258","Dalbergia melanoxylon","Leguminosae","Fabales","m3",2014,"NT","Dalbergia melanoxylon","not threatened",0
"259","Dalbergia melanoxylon","Leguminosae","Fabales","m3",2015,"NT","Dalbergia melanoxylon","not threatened",0
"260","Dalbergia melanoxylon","Leguminosae","Fabales","m3",2016,"NT","Dalbergia melanoxylon","not threatened",0
"261","Dalbergia melanoxylon","Leguminosae","Fabales","m3",2017,"NT","Dalbergia melanoxylon","not threatened",6537.644
"262","Dalbergia melanoxylon","Leguminosae","Fabales","m3",2018,"NT","Dalbergia melanoxylon","not threatened",23795.8527736028
"263","Dalbergia melanoxylon","Leguminosae","Fabales","m3",2019,"NT","Dalbergia melanoxylon","not threatened",13474.1771557701
"264","Dalbergia melanoxylon","Leguminosae","Fabales","m3",2020,"NT","Dalbergia melanoxylon","not threatened",8716.4005
"265","Dalbergia nigra","Leguminosae","Fabales","m3",2000,"VU","Dalbergia nigra","threatened",0
"266","Dalbergia nigra","Leguminosae","Fabales","m3",2001,"VU","Dalbergia nigra","threatened",0
"267","Dalbergia nigra","Leguminosae","Fabales","m3",2002,"VU","Dalbergia nigra","threatened",0
"268","Dalbergia nigra","Leguminosae","Fabales","m3",2003,"VU","Dalbergia nigra","threatened",0
"269","Dalbergia nigra","Leguminosae","Fabales","m3",2004,"VU","Dalbergia nigra","threatened",0
"270","Dalbergia nigra","Leguminosae","Fabales","m3",2005,"VU","Dalbergia nigra","threatened",0
"271","Dalbergia nigra","Leguminosae","Fabales","m3",2006,"VU","Dalbergia nigra","threatened",0
"272","Dalbergia nigra","Leguminosae","Fabales","m3",2007,"VU","Dalbergia nigra","threatened",0.0243475614395496
"273","Dalbergia nigra","Leguminosae","Fabales","m3",2008,"VU","Dalbergia nigra","threatened",0
"274","Dalbergia nigra","Leguminosae","Fabales","m3",2009,"VU","Dalbergia nigra","threatened",0
"275","Dalbergia nigra","Leguminosae","Fabales","m3",2010,"VU","Dalbergia nigra","threatened",0
"276","Dalbergia nigra","Leguminosae","Fabales","m3",2011,"VU","Dalbergia nigra","threatened",2
"277","Dalbergia nigra","Leguminosae","Fabales","m3",2012,"VU","Dalbergia nigra","threatened",0
"278","Dalbergia nigra","Leguminosae","Fabales","m3",2013,"VU","Dalbergia nigra","threatened",0
"279","Dalbergia nigra","Leguminosae","Fabales","m3",2014,"VU","Dalbergia nigra","threatened",2
"280","Dalbergia nigra","Leguminosae","Fabales","m3",2015,"VU","Dalbergia nigra","threatened",0
"281","Dalbergia nigra","Leguminosae","Fabales","m3",2016,"VU","Dalbergia nigra","threatened",0
"282","Dalbergia nigra","Leguminosae","Fabales","m3",2017,"VU","Dalbergia nigra","threatened",0
"283","Dalbergia nigra","Leguminosae","Fabales","m3",2018,"VU","Dalbergia nigra","threatened",0
"284","Dalbergia nigra","Leguminosae","Fabales","m3",2019,"VU","Dalbergia nigra","threatened",0
"285","Dalbergia nigra","Leguminosae","Fabales","m3",2020,"VU","Dalbergia nigra","threatened",0
"286","Dalbergia oliveri","Leguminosae","Fabales","m3",2013,"NE","Dalbergia oliveri","not threatened",0
"287","Dalbergia oliveri","Leguminosae","Fabales","m3",2014,"NE","Dalbergia oliveri","not threatened",0
"288","Dalbergia oliveri","Leguminosae","Fabales","m3",2015,"NE","Dalbergia oliveri","not threatened",0
"289","Dalbergia oliveri","Leguminosae","Fabales","m3",2016,"NE","Dalbergia oliveri","not threatened",0
"290","Dalbergia oliveri","Leguminosae","Fabales","m3",2017,"NE","Dalbergia oliveri","not threatened",6366.243
"291","Dalbergia oliveri","Leguminosae","Fabales","m3",2018,"NE","Dalbergia oliveri","not threatened",3193.475
"292","Dalbergia oliveri","Leguminosae","Fabales","m3",2019,"NE","Dalbergia oliveri","not threatened",550.81
"293","Dalbergia oliveri","Leguminosae","Fabales","m3",2020,"NE","Dalbergia oliveri","not threatened",0
"294","Dalbergia retusa","Leguminosae","Fabales","m3",2008,"VU","Dalbergia retusa","threatened",23.8
"295","Dalbergia retusa","Leguminosae","Fabales","m3",2009,"VU","Dalbergia retusa","threatened",0
"296","Dalbergia retusa","Leguminosae","Fabales","m3",2010,"VU","Dalbergia retusa","threatened",0
"297","Dalbergia retusa","Leguminosae","Fabales","m3",2011,"VU","Dalbergia retusa","threatened",0
"298","Dalbergia retusa","Leguminosae","Fabales","m3",2012,"VU","Dalbergia retusa","threatened",0
"299","Dalbergia retusa","Leguminosae","Fabales","m3",2013,"VU","Dalbergia retusa","threatened",2006.89
"300","Dalbergia retusa","Leguminosae","Fabales","m3",2014,"VU","Dalbergia retusa","threatened",18884.3059
"301","Dalbergia retusa","Leguminosae","Fabales","m3",2015,"VU","Dalbergia retusa","threatened",3861.317
"302","Dalbergia retusa","Leguminosae","Fabales","m3",2016,"VU","Dalbergia retusa","threatened",4853.672
"303","Dalbergia retusa","Leguminosae","Fabales","m3",2017,"VU","Dalbergia retusa","threatened",7849.79467617053
"304","Dalbergia retusa","Leguminosae","Fabales","m3",2018,"VU","Dalbergia retusa","threatened",32502.416
"305","Dalbergia retusa","Leguminosae","Fabales","m3",2019,"VU","Dalbergia retusa","threatened",4850.091
"306","Dalbergia retusa","Leguminosae","Fabales","m3",2020,"CR","Dalbergia retusa","threatened",3056.385
"307","Dalbergia sissoo","Leguminosae","Fabales","m3",2013,"NE","Dalbergia sissoo","not threatened",0
"308","Dalbergia sissoo","Leguminosae","Fabales","m3",2014,"NE","Dalbergia sissoo","not threatened",0
"309","Dalbergia sissoo","Leguminosae","Fabales","m3",2015,"NE","Dalbergia sissoo","not threatened",0
"310","Dalbergia sissoo","Leguminosae","Fabales","m3",2016,"NE","Dalbergia sissoo","not threatened",0
"311","Dalbergia sissoo","Leguminosae","Fabales","m3",2017,"NE","Dalbergia sissoo","not threatened",79.067262676635
"312","Dalbergia sissoo","Leguminosae","Fabales","m3",2018,"NE","Dalbergia sissoo","not threatened",0.752798859783199
"313","Dalbergia sissoo","Leguminosae","Fabales","m3",2019,"NE","Dalbergia sissoo","not threatened",40.9798677787459
"314","Dalbergia sissoo","Leguminosae","Fabales","m3",2020,"LC","Dalbergia sissoo","not threatened",17.8820022474752
"315","Dalbergia stevensonii","Leguminosae","Fabales","m3",2008,"NE","Dalbergia stevensonii","not threatened",102.069
"316","Dalbergia stevensonii","Leguminosae","Fabales","m3",2009,"NE","Dalbergia stevensonii","not threatened",46.07409
"317","Dalbergia stevensonii","Leguminosae","Fabales","m3",2010,"NE","Dalbergia stevensonii","not threatened",46.5099
"318","Dalbergia stevensonii","Leguminosae","Fabales","m3",2011,"NE","Dalbergia stevensonii","not threatened",49.67
"319","Dalbergia stevensonii","Leguminosae","Fabales","m3",2012,"NE","Dalbergia stevensonii","not threatened",109.77
"320","Dalbergia stevensonii","Leguminosae","Fabales","m3",2013,"NE","Dalbergia stevensonii","not threatened",145.382
"321","Dalbergia stevensonii","Leguminosae","Fabales","m3",2014,"NE","Dalbergia stevensonii","not threatened",63.644
"322","Dalbergia stevensonii","Leguminosae","Fabales","m3",2015,"NE","Dalbergia stevensonii","not threatened",212.67474
"323","Dalbergia stevensonii","Leguminosae","Fabales","m3",2016,"NE","Dalbergia stevensonii","not threatened",130.11
"324","Dalbergia stevensonii","Leguminosae","Fabales","m3",2017,"NE","Dalbergia stevensonii","not threatened",136.39602
"325","Dalbergia stevensonii","Leguminosae","Fabales","m3",2018,"NE","Dalbergia stevensonii","not threatened",239.552151
"326","Dalbergia stevensonii","Leguminosae","Fabales","m3",2019,"NE","Dalbergia stevensonii","not threatened",156.13
"327","Dalbergia stevensonii","Leguminosae","Fabales","m3",2020,"NE","Dalbergia stevensonii","not threatened",48.03
"328","Dalbergia tucurensis","Leguminosae","Fabales","m3",2014,"NE","Dalbergia tucurensis","not threatened",1609.515
"329","Dalbergia tucurensis","Leguminosae","Fabales","m3",2015,"NE","Dalbergia tucurensis","not threatened",2137.875
"330","Dalbergia tucurensis","Leguminosae","Fabales","m3",2016,"NE","Dalbergia tucurensis","not threatened",185.247
"331","Dalbergia tucurensis","Leguminosae","Fabales","m3",2017,"NE","Dalbergia tucurensis","not threatened",505.086
"332","Dalbergia tucurensis","Leguminosae","Fabales","m3",2018,"NE","Dalbergia tucurensis","not threatened",1048.756
"333","Dalbergia tucurensis","Leguminosae","Fabales","m3",2019,"NE","Dalbergia tucurensis","not threatened",318.38
"334","Dalbergia tucurensis","Leguminosae","Fabales","m3",2020,"EN","Dalbergia tucurensis","threatened",39.293
"335","Diospyros mcphersonii","Ebenaceae","Ebenales","m3",2011,"NE","Diospyros mcphersonii","not threatened",0
"336","Diospyros mcphersonii","Ebenaceae","Ebenales","m3",2012,"NE","Diospyros mcphersonii","not threatened",0
"337","Diospyros mcphersonii","Ebenaceae","Ebenales","m3",2013,"NE","Diospyros mcphersonii","not threatened",0
"338","Diospyros mcphersonii","Ebenaceae","Ebenales","m3",2014,"NE","Diospyros mcphersonii","not threatened",0
"339","Diospyros mcphersonii","Ebenaceae","Ebenales","m3",2015,"NE","Diospyros mcphersonii","not threatened",0
"340","Diospyros mcphersonii","Ebenaceae","Ebenales","m3",2016,"NE","Diospyros mcphersonii","not threatened",0
"341","Diospyros mcphersonii","Ebenaceae","Ebenales","m3",2017,"NE","Diospyros mcphersonii","not threatened",2.118
"342","Diospyros mcphersonii","Ebenaceae","Ebenales","m3",2018,"NE","Diospyros mcphersonii","not threatened",0
"343","Diospyros mcphersonii","Ebenaceae","Ebenales","m3",2019,"EN","Diospyros mcphersonii","threatened",0
"344","Diospyros mcphersonii","Ebenaceae","Ebenales","m3",2020,"EN","Diospyros mcphersonii","threatened",0
"345","Dipteryx panamensis","Leguminosae","Fabales","m3",2003,"NE","Dipteryx oleifera","not threatened",0
"346","Dipteryx panamensis","Leguminosae","Fabales","m3",2004,"NE","Dipteryx oleifera","not threatened",0
"347","Dipteryx panamensis","Leguminosae","Fabales","m3",2005,"NE","Dipteryx oleifera","not threatened",0
"348","Dipteryx panamensis","Leguminosae","Fabales","m3",2006,"NE","Dipteryx oleifera","not threatened",0
"349","Dipteryx panamensis","Leguminosae","Fabales","m3",2007,"NE","Dipteryx oleifera","not threatened",0
"350","Dipteryx panamensis","Leguminosae","Fabales","m3",2008,"NE","Dipteryx oleifera","not threatened",0
"351","Dipteryx panamensis","Leguminosae","Fabales","m3",2009,"NE","Dipteryx oleifera","not threatened",0
"352","Dipteryx panamensis","Leguminosae","Fabales","m3",2010,"NE","Dipteryx oleifera","not threatened",33.3979829325058
"353","Dipteryx panamensis","Leguminosae","Fabales","m3",2011,"NE","Dipteryx oleifera","not threatened",0
"354","Dipteryx panamensis","Leguminosae","Fabales","m3",2012,"NE","Dipteryx oleifera","not threatened",0
"355","Dipteryx panamensis","Leguminosae","Fabales","m3",2013,"NE","Dipteryx oleifera","not threatened",0
"356","Dipteryx panamensis","Leguminosae","Fabales","m3",2014,"NE","Dipteryx oleifera","not threatened",0
"357","Dipteryx panamensis","Leguminosae","Fabales","m3",2015,"NE","Dipteryx oleifera","not threatened",0
"358","Dipteryx panamensis","Leguminosae","Fabales","m3",2016,"NE","Dipteryx oleifera","not threatened",0
"359","Dipteryx panamensis","Leguminosae","Fabales","m3",2017,"NE","Dipteryx oleifera","not threatened",19.55
"360","Dipteryx panamensis","Leguminosae","Fabales","m3",2018,"NE","Dipteryx oleifera","not threatened",21.4
"361","Dipteryx panamensis","Leguminosae","Fabales","m3",2019,"NE","Dipteryx oleifera","not threatened",0
"362","Dipteryx panamensis","Leguminosae","Fabales","m3",2020,"NE","Dipteryx oleifera","not threatened",0
"363","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2000,"EN","Fitzroya cupressoides","threatened",0
"364","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2001,"EN","Fitzroya cupressoides","threatened",0
"365","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2002,"EN","Fitzroya cupressoides","threatened",0
"366","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2003,"EN","Fitzroya cupressoides","threatened",0
"367","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2004,"EN","Fitzroya cupressoides","threatened",34.4940867279895
"368","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2005,"EN","Fitzroya cupressoides","threatened",0
"369","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2006,"EN","Fitzroya cupressoides","threatened",0
"370","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2007,"EN","Fitzroya cupressoides","threatened",0
"371","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2008,"EN","Fitzroya cupressoides","threatened",0
"372","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2009,"EN","Fitzroya cupressoides","threatened",0
"373","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2010,"EN","Fitzroya cupressoides","threatened",0
"374","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2011,"EN","Fitzroya cupressoides","threatened",0
