"","Taxon","Family","Order","Vol_Unit","Year","Clean_code","IUCNName","Threat","Volume"
"504","Gyrinops caudata","Thymelaeaceae","Myrtales","m3",2006,"NE","Gyrinops caudata","not threatened",0
"505","Gyrinops caudata","Thymelaeaceae","Myrtales","m3",2007,"NE","Gyrinops caudata","not threatened",0
"506","Gyrinops caudata","Thymelaeaceae","Myrtales","m3",2008,"NE","Gyrinops caudata","not threatened",0
"507","Gyrinops caudata","Thymelaeaceae","Myrtales","m3",2009,"NE","Gyrinops caudata","not threatened",0
"508","Gyrinops caudata","Thymelaeaceae","Myrtales","m3",2010,"NE","Gyrinops caudata","not threatened",0
"509","Gyrinops caudata","Thymelaeaceae","Myrtales","m3",2011,"NE","Gyrinops caudata","not threatened",15.4128440366973
"510","Gyrinops caudata","Thymelaeaceae","Myrtales","m3",2012,"NE","Gyrinops caudata","not threatened",22.3505126821371
"511","Gyrinops caudata","Thymelaeaceae","Myrtales","m3",2013,"NE","Gyrinops caudata","not threatened",13.8904479222882
"512","Gyrinops caudata","Thymelaeaceae","Myrtales","m3",2014,"NE","Gyrinops caudata","not threatened",0
"513","Gyrinops caudata","Thymelaeaceae","Myrtales","m3",2015,"NE","Gyrinops caudata","not threatened",0
"514","Gyrinops caudata","Thymelaeaceae","Myrtales","m3",2016,"NE","Gyrinops caudata","not threatened",0
"515","Gyrinops caudata","Thymelaeaceae","Myrtales","m3",2017,"NE","Gyrinops caudata","not threatened",0
"516","Gyrinops caudata","Thymelaeaceae","Myrtales","m3",2018,"NE","Gyrinops caudata","not threatened",0
"517","Gyrinops caudata","Thymelaeaceae","Myrtales","m3",2019,"NE","Gyrinops caudata","not threatened",0
"518","Gyrinops caudata","Thymelaeaceae","Myrtales","m3",2020,"NE","Gyrinops caudata","not threatened",0
"519","Gyrinops ledermanii","Thymelaeaceae","Myrtales","m3",2005,"NE","Gyrinops ledermanii","not threatened",0
"520","Gyrinops ledermanii","Thymelaeaceae","Myrtales","m3",2006,"NE","Gyrinops ledermanii","not threatened",0
"521","Gyrinops ledermanii","Thymelaeaceae","Myrtales","m3",2007,"NE","Gyrinops ledermanii","not threatened",0
"522","Gyrinops ledermanii","Thymelaeaceae","Myrtales","m3",2008,"NE","Gyrinops ledermanii","not threatened",0
"523","Gyrinops ledermanii","Thymelaeaceae","Myrtales","m3",2009,"NE","Gyrinops ledermanii","not threatened",0
"524","Gyrinops ledermanii","Thymelaeaceae","Myrtales","m3",2010,"NE","Gyrinops ledermanii","not threatened",0
"525","Gyrinops ledermanii","Thymelaeaceae","Myrtales","m3",2011,"NE","Gyrinops ledermanii","not threatened",13.253912574204
"526","Gyrinops ledermanii","Thymelaeaceae","Myrtales","m3",2012,"NE","Gyrinops ledermanii","not threatened",0.963302752293579
"527","Gyrinops ledermanii","Thymelaeaceae","Myrtales","m3",2013,"NE","Gyrinops ledermanii","not threatened",0
"528","Gyrinops ledermanii","Thymelaeaceae","Myrtales","m3",2014,"NE","Gyrinops ledermanii","not threatened",0
"529","Gyrinops ledermanii","Thymelaeaceae","Myrtales","m3",2015,"NE","Gyrinops ledermanii","not threatened",0
"530","Gyrinops ledermanii","Thymelaeaceae","Myrtales","m3",2016,"NE","Gyrinops ledermanii","not threatened",0
"531","Gyrinops ledermanii","Thymelaeaceae","Myrtales","m3",2017,"NE","Gyrinops ledermanii","not threatened",0
"532","Gyrinops ledermanii","Thymelaeaceae","Myrtales","m3",2018,"NE","Gyrinops ledermanii","not threatened",0
"533","Gyrinops ledermanii","Thymelaeaceae","Myrtales","m3",2019,"NE","Gyrinops ledermanii","not threatened",0
"534","Gyrinops ledermanii","Thymelaeaceae","Myrtales","m3",2020,"NE","Gyrinops ledermanii","not threatened",0
"535","Gyrinops versteegii","Thymelaeaceae","Myrtales","m3",2005,"NE","Gyrinops versteegii","not threatened",0
"536","Gyrinops versteegii","Thymelaeaceae","Myrtales","m3",2006,"NE","Gyrinops versteegii","not threatened",0
"537","Gyrinops versteegii","Thymelaeaceae","Myrtales","m3",2007,"NE","Gyrinops versteegii","not threatened",0
"538","Gyrinops versteegii","Thymelaeaceae","Myrtales","m3",2008,"NE","Gyrinops versteegii","not threatened",0
"539","Gyrinops versteegii","Thymelaeaceae","Myrtales","m3",2009,"NE","Gyrinops versteegii","not threatened",18.7371829465732
"540","Gyrinops versteegii","Thymelaeaceae","Myrtales","m3",2010,"NE","Gyrinops versteegii","not threatened",0.239881273610362
"541","Gyrinops versteegii","Thymelaeaceae","Myrtales","m3",2011,"NE","Gyrinops versteegii","not threatened",0
"542","Gyrinops versteegii","Thymelaeaceae","Myrtales","m3",2012,"NE","Gyrinops versteegii","not threatened",0
"543","Gyrinops versteegii","Thymelaeaceae","Myrtales","m3",2013,"NE","Gyrinops versteegii","not threatened",0
"544","Gyrinops versteegii","Thymelaeaceae","Myrtales","m3",2014,"NE","Gyrinops versteegii","not threatened",0
"545","Gyrinops versteegii","Thymelaeaceae","Myrtales","m3",2015,"NE","Gyrinops versteegii","not threatened",4.7220723151646
"546","Gyrinops versteegii","Thymelaeaceae","Myrtales","m3",2016,"NE","Gyrinops versteegii","not threatened",0
"547","Gyrinops versteegii","Thymelaeaceae","Myrtales","m3",2017,"NE","Gyrinops versteegii","not threatened",0
"548","Gyrinops versteegii","Thymelaeaceae","Myrtales","m3",2018,"NE","Gyrinops versteegii","not threatened",0
"549","Gyrinops versteegii","Thymelaeaceae","Myrtales","m3",2019,"NE","Gyrinops versteegii","not threatened",6.04425256341069
"550","Gyrinops versteegii","Thymelaeaceae","Myrtales","m3",2020,"NE","Gyrinops versteegii","not threatened",96.1470588235295
"551","Osyris lanceolata","Santalaceae","Santanales","m3",2013,"NE","Osyris lanceolata","not threatened",0
"552","Osyris lanceolata","Santalaceae","Santanales","m3",2014,"NE","Osyris lanceolata","not threatened",0
"553","Osyris lanceolata","Santalaceae","Santanales","m3",2015,"NE","Osyris lanceolata","not threatened",0.35124199168259
"554","Osyris lanceolata","Santalaceae","Santanales","m3",2016,"NE","Osyris lanceolata","not threatened",0
"555","Osyris lanceolata","Santalaceae","Santanales","m3",2017,"NE","Osyris lanceolata","not threatened",70.2483983365179
"556","Osyris lanceolata","Santalaceae","Santanales","m3",2018,"LC","Osyris lanceolata","not threatened",105.372597504777
"557","Osyris lanceolata","Santalaceae","Santanales","m3",2019,"LC","Osyris lanceolata","not threatened",117.080663894197
"558","Osyris lanceolata","Santalaceae","Santanales","m3",2020,"LC","Osyris lanceolata","not threatened",80
"559","Paubrasilia echinata","Leguminosae","Fabales","m3",2007,"EN","Paubrasilia echinata","threatened",0
"560","Paubrasilia echinata","Leguminosae","Fabales","m3",2008,"EN","Paubrasilia echinata","threatened",0
"561","Paubrasilia echinata","Leguminosae","Fabales","m3",2009,"EN","Paubrasilia echinata","threatened",0
"562","Paubrasilia echinata","Leguminosae","Fabales","m3",2010,"EN","Paubrasilia echinata","threatened",0
"563","Paubrasilia echinata","Leguminosae","Fabales","m3",2011,"EN","Paubrasilia echinata","threatened",0
"564","Paubrasilia echinata","Leguminosae","Fabales","m3",2012,"EN","Paubrasilia echinata","threatened",0
"565","Paubrasilia echinata","Leguminosae","Fabales","m3",2013,"EN","Paubrasilia echinata","threatened",0
"566","Paubrasilia echinata","Leguminosae","Fabales","m3",2014,"EN","Paubrasilia echinata","threatened",0
"567","Paubrasilia echinata","Leguminosae","Fabales","m3",2015,"EN","Paubrasilia echinata","threatened",0
"568","Paubrasilia echinata","Leguminosae","Fabales","m3",2016,"EN","Paubrasilia echinata","threatened",0
"569","Paubrasilia echinata","Leguminosae","Fabales","m3",2017,"EN","Paubrasilia echinata","threatened",0.024
"570","Paubrasilia echinata","Leguminosae","Fabales","m3",2018,"EN","Paubrasilia echinata","threatened",0
"571","Paubrasilia echinata","Leguminosae","Fabales","m3",2019,"EN","Paubrasilia echinata","threatened",0
"572","Paubrasilia echinata","Leguminosae","Fabales","m3",2020,"EN","Paubrasilia echinata","threatened",0
"573","Pericopsis elata","Leguminosae","Fabales","m3",2000,"EN","Pericopsis elata","threatened",6781.393
"574","Pericopsis elata","Leguminosae","Fabales","m3",2001,"EN","Pericopsis elata","threatened",10713.723
"575","Pericopsis elata","Leguminosae","Fabales","m3",2002,"EN","Pericopsis elata","threatened",5958.053
"576","Pericopsis elata","Leguminosae","Fabales","m3",2003,"EN","Pericopsis elata","threatened",9641.131
"577","Pericopsis elata","Leguminosae","Fabales","m3",2004,"EN","Pericopsis elata","threatened",10150.5574715558
"578","Pericopsis elata","Leguminosae","Fabales","m3",2005,"EN","Pericopsis elata","threatened",13549.804
"579","Pericopsis elata","Leguminosae","Fabales","m3",2006,"EN","Pericopsis elata","threatened",12015.229
"580","Pericopsis elata","Leguminosae","Fabales","m3",2007,"EN","Pericopsis elata","threatened",15416.178
"581","Pericopsis elata","Leguminosae","Fabales","m3",2008,"EN","Pericopsis elata","threatened",9047.512
"582","Pericopsis elata","Leguminosae","Fabales","m3",2009,"EN","Pericopsis elata","threatened",5780.081
"583","Pericopsis elata","Leguminosae","Fabales","m3",2010,"EN","Pericopsis elata","threatened",12692.418
"584","Pericopsis elata","Leguminosae","Fabales","m3",2011,"EN","Pericopsis elata","threatened",12083.64697
"585","Pericopsis elata","Leguminosae","Fabales","m3",2012,"EN","Pericopsis elata","threatened",12022.65967
"586","Pericopsis elata","Leguminosae","Fabales","m3",2013,"EN","Pericopsis elata","threatened",22879.1680122
"587","Pericopsis elata","Leguminosae","Fabales","m3",2014,"EN","Pericopsis elata","threatened",38470.733
"588","Pericopsis elata","Leguminosae","Fabales","m3",2015,"EN","Pericopsis elata","threatened",15576.063
"589","Pericopsis elata","Leguminosae","Fabales","m3",2016,"EN","Pericopsis elata","threatened",11892.373
"590","Pericopsis elata","Leguminosae","Fabales","m3",2017,"EN","Pericopsis elata","threatened",25852.098
"591","Pericopsis elata","Leguminosae","Fabales","m3",2018,"EN","Pericopsis elata","threatened",24390.68699438
"592","Pericopsis elata","Leguminosae","Fabales","m3",2019,"EN","Pericopsis elata","threatened",78424.352
"593","Pericopsis elata","Leguminosae","Fabales","m3",2020,"EN","Pericopsis elata","threatened",35903.097
"594","Pinus koraiensis","Pinaceae","Pinales","m3",2010,"LC","Pinus koraiensis","not threatened",0
"595","Pinus koraiensis","Pinaceae","Pinales","m3",2011,"LC","Pinus koraiensis","not threatened",6216.7
"596","Pinus koraiensis","Pinaceae","Pinales","m3",2012,"LC","Pinus koraiensis","not threatened",0
"597","Pinus koraiensis","Pinaceae","Pinales","m3",2013,"LC","Pinus koraiensis","not threatened",0
"598","Pinus koraiensis","Pinaceae","Pinales","m3",2014,"LC","Pinus koraiensis","not threatened",0
"599","Pinus koraiensis","Pinaceae","Pinales","m3",2015,"LC","Pinus koraiensis","not threatened",1000
"600","Pinus koraiensis","Pinaceae","Pinales","m3",2016,"LC","Pinus koraiensis","not threatened",0
"601","Pinus koraiensis","Pinaceae","Pinales","m3",2017,"LC","Pinus koraiensis","not threatened",0
"602","Pinus koraiensis","Pinaceae","Pinales","m3",2018,"LC","Pinus koraiensis","not threatened",0
"603","Pinus koraiensis","Pinaceae","Pinales","m3",2019,"LC","Pinus koraiensis","not threatened",0
"604","Pinus koraiensis","Pinaceae","Pinales","m3",2020,"LC","Pinus koraiensis","not threatened",12075.3
"605","Platymiscium parviflorum","Leguminosae","Fabales","m3",2000,"NE","Platymiscium parviflorum","not threatened",0
"606","Platymiscium parviflorum","Leguminosae","Fabales","m3",2001,"NE","Platymiscium parviflorum","not threatened",0
"607","Platymiscium parviflorum","Leguminosae","Fabales","m3",2002,"NE","Platymiscium parviflorum","not threatened",0
"608","Platymiscium parviflorum","Leguminosae","Fabales","m3",2003,"NE","Platymiscium parviflorum","not threatened",0
"609","Platymiscium parviflorum","Leguminosae","Fabales","m3",2004,"NE","Platymiscium parviflorum","not threatened",0
"610","Platymiscium parviflorum","Leguminosae","Fabales","m3",2005,"NE","Platymiscium parviflorum","not threatened",0
"611","Platymiscium parviflorum","Leguminosae","Fabales","m3",2006,"NE","Platymiscium parviflorum","not threatened",0
"612","Platymiscium parviflorum","Leguminosae","Fabales","m3",2007,"NE","Platymiscium parviflorum","not threatened",0
"613","Platymiscium parviflorum","Leguminosae","Fabales","m3",2008,"NE","Platymiscium parviflorum","not threatened",0
"614","Platymiscium parviflorum","Leguminosae","Fabales","m3",2009,"NE","Platymiscium parviflorum","not threatened",0
"615","Platymiscium parviflorum","Leguminosae","Fabales","m3",2010,"NE","Platymiscium parviflorum","not threatened",0
"616","Platymiscium parviflorum","Leguminosae","Fabales","m3",2011,"NE","Platymiscium parviflorum","not threatened",0
"617","Platymiscium parviflorum","Leguminosae","Fabales","m3",2012,"NE","Platymiscium parviflorum","not threatened",0
"618","Platymiscium parviflorum","Leguminosae","Fabales","m3",2013,"NE","Platymiscium parviflorum","not threatened",1
"619","Platymiscium parviflorum","Leguminosae","Fabales","m3",2014,"NE","Platymiscium parviflorum","not threatened",4.997
"620","Platymiscium parviflorum","Leguminosae","Fabales","m3",2015,"NE","Platymiscium parviflorum","not threatened",0
"621","Platymiscium parviflorum","Leguminosae","Fabales","m3",2016,"NE","Platymiscium parviflorum","not threatened",0
"622","Platymiscium parviflorum","Leguminosae","Fabales","m3",2017,"NE","Platymiscium parviflorum","not threatened",0
"623","Platymiscium parviflorum","Leguminosae","Fabales","m3",2018,"CR","Platymiscium parviflorum","threatened",23.732
"624","Platymiscium parviflorum","Leguminosae","Fabales","m3",2019,"CR","Platymiscium parviflorum","threatened",24.115
"625","Platymiscium parviflorum","Leguminosae","Fabales","m3",2020,"CR","Platymiscium parviflorum","threatened",0
"626","Pterocarpus erinaceus","Leguminosae","Fabales","m3",2016,"NE","Pterocarpus erinaceus","not threatened",195797.087032931
"627","Pterocarpus erinaceus","Leguminosae","Fabales","m3",2017,"NE","Pterocarpus erinaceus","not threatened",900153.97808126
"628","Pterocarpus erinaceus","Leguminosae","Fabales","m3",2018,"EN","Pterocarpus erinaceus","threatened",708330.192715673
"629","Pterocarpus erinaceus","Leguminosae","Fabales","m3",2019,"EN","Pterocarpus erinaceus","threatened",447431.578
"630","Pterocarpus erinaceus","Leguminosae","Fabales","m3",2020,"EN","Pterocarpus erinaceus","threatened",299031.65
"631","Pterocarpus santalinus","Leguminosae","Fabales","m3",2000,"EN","Pterocarpus santalinus","threatened",0
"632","Pterocarpus santalinus","Leguminosae","Fabales","m3",2001,"EN","Pterocarpus santalinus","threatened",0
"633","Pterocarpus santalinus","Leguminosae","Fabales","m3",2002,"EN","Pterocarpus santalinus","threatened",0
"634","Pterocarpus santalinus","Leguminosae","Fabales","m3",2003,"EN","Pterocarpus santalinus","threatened",94.2266543648535
"635","Pterocarpus santalinus","Leguminosae","Fabales","m3",2004,"EN","Pterocarpus santalinus","threatened",0
"636","Pterocarpus santalinus","Leguminosae","Fabales","m3",2005,"EN","Pterocarpus santalinus","threatened",0
"637","Pterocarpus santalinus","Leguminosae","Fabales","m3",2006,"EN","Pterocarpus santalinus","threatened",2933.16
"638","Pterocarpus santalinus","Leguminosae","Fabales","m3",2007,"EN","Pterocarpus santalinus","threatened",24.5381912408473
"639","Pterocarpus santalinus","Leguminosae","Fabales","m3",2008,"EN","Pterocarpus santalinus","threatened",174.211342533519
"640","Pterocarpus santalinus","Leguminosae","Fabales","m3",2009,"EN","Pterocarpus santalinus","threatened",0
"641","Pterocarpus santalinus","Leguminosae","Fabales","m3",2010,"EN","Pterocarpus santalinus","threatened",0
"642","Pterocarpus santalinus","Leguminosae","Fabales","m3",2011,"EN","Pterocarpus santalinus","threatened",0
"643","Pterocarpus santalinus","Leguminosae","Fabales","m3",2012,"EN","Pterocarpus santalinus","threatened",0
"644","Pterocarpus santalinus","Leguminosae","Fabales","m3",2013,"EN","Pterocarpus santalinus","threatened",0
"645","Pterocarpus santalinus","Leguminosae","Fabales","m3",2014,"EN","Pterocarpus santalinus","threatened",0
"646","Pterocarpus santalinus","Leguminosae","Fabales","m3",2015,"EN","Pterocarpus santalinus","threatened",0
"647","Pterocarpus santalinus","Leguminosae","Fabales","m3",2016,"EN","Pterocarpus santalinus","threatened",48.163561767535
"648","Pterocarpus santalinus","Leguminosae","Fabales","m3",2017,"EN","Pterocarpus santalinus","threatened",0
"649","Pterocarpus santalinus","Leguminosae","Fabales","m3",2018,"NT","Pterocarpus santalinus","not threatened",0
"650","Pterocarpus santalinus","Leguminosae","Fabales","m3",2019,"NT","Pterocarpus santalinus","not threatened",0
"651","Pterocarpus santalinus","Leguminosae","Fabales","m3",2020,"NT","Pterocarpus santalinus","not threatened",0
"652","Pterocarpus tinctorius","Leguminosae","Fabales","m3",2019,"LC","Pterocarpus tinctorius","not threatened",1067.61
"653","Pterocarpus tinctorius","Leguminosae","Fabales","m3",2020,"LC","Pterocarpus tinctorius","not threatened",8769.8314
"654","Quercus mongolica","Fagaceae","Fagales","m3",2014,"NE","Quercus mongolica","not threatened",2018.738
"655","Quercus mongolica","Fagaceae","Fagales","m3",2015,"NE","Quercus mongolica","not threatened",414718.943
"656","Quercus mongolica","Fagaceae","Fagales","m3",2016,"NE","Quercus mongolica","not threatened",457895.13
"657","Quercus mongolica","Fagaceae","Fagales","m3",2017,"NE","Quercus mongolica","not threatened",437476.911
"658","Quercus mongolica","Fagaceae","Fagales","m3",2018,"LC","Quercus mongolica","not threatened",335928.431
"659","Quercus mongolica","Fagaceae","Fagales","m3",2019,"LC","Quercus mongolica","not threatened",351444.517
"660","Quercus mongolica","Fagaceae","Fagales","m3",2020,"LC","Quercus mongolica","not threatened",280625.587
"661","Swietenia humilis","Meliaceae","Sapindales","m3",2000,"VU","Swietenia humilis","threatened",0
"662","Swietenia humilis","Meliaceae","Sapindales","m3",2001,"VU","Swietenia humilis","threatened",0
"663","Swietenia humilis","Meliaceae","Sapindales","m3",2002,"VU","Swietenia humilis","threatened",0
"664","Swietenia humilis","Meliaceae","Sapindales","m3",2003,"VU","Swietenia humilis","threatened",0
"665","Swietenia humilis","Meliaceae","Sapindales","m3",2004,"VU","Swietenia humilis","threatened",0
"666","Swietenia humilis","Meliaceae","Sapindales","m3",2005,"VU","Swietenia humilis","threatened",0
"667","Swietenia humilis","Meliaceae","Sapindales","m3",2006,"VU","Swietenia humilis","threatened",0
"668","Swietenia humilis","Meliaceae","Sapindales","m3",2007,"VU","Swietenia humilis","threatened",121.1
"669","Swietenia humilis","Meliaceae","Sapindales","m3",2008,"VU","Swietenia humilis","threatened",23
"670","Swietenia humilis","Meliaceae","Sapindales","m3",2009,"VU","Swietenia humilis","threatened",271
"671","Swietenia humilis","Meliaceae","Sapindales","m3",2010,"VU","Swietenia humilis","threatened",127
"672","Swietenia humilis","Meliaceae","Sapindales","m3",2011,"VU","Swietenia humilis","threatened",0
"673","Swietenia humilis","Meliaceae","Sapindales","m3",2012,"VU","Swietenia humilis","threatened",0
"674","Swietenia humilis","Meliaceae","Sapindales","m3",2013,"VU","Swietenia humilis","threatened",0
"675","Swietenia humilis","Meliaceae","Sapindales","m3",2014,"VU","Swietenia humilis","threatened",47.2
"676","Swietenia humilis","Meliaceae","Sapindales","m3",2015,"VU","Swietenia humilis","threatened",0
"677","Swietenia humilis","Meliaceae","Sapindales","m3",2016,"VU","Swietenia humilis","threatened",3
"678","Swietenia humilis","Meliaceae","Sapindales","m3",2017,"VU","Swietenia humilis","threatened",0
"679","Swietenia humilis","Meliaceae","Sapindales","m3",2018,"VU","Swietenia humilis","threatened",0
"680","Swietenia humilis","Meliaceae","Sapindales","m3",2019,"EN","Swietenia humilis","threatened",0
"681","Swietenia humilis","Meliaceae","Sapindales","m3",2020,"EN","Swietenia humilis","threatened",0
"682","Swietenia macrophylla","Meliaceae","Sapindales","m3",2000,"VU","Swietenia macrophylla","threatened",82731.4234657006
"683","Swietenia macrophylla","Meliaceae","Sapindales","m3",2001,"VU","Swietenia macrophylla","threatened",98866.53
"684","Swietenia macrophylla","Meliaceae","Sapindales","m3",2002,"VU","Swietenia macrophylla","threatened",101037.48308
"685","Swietenia macrophylla","Meliaceae","Sapindales","m3",2003,"VU","Swietenia macrophylla","threatened",63016.187
"686","Swietenia macrophylla","Meliaceae","Sapindales","m3",2004,"VU","Swietenia macrophylla","threatened",342357.1927
"687","Swietenia macrophylla","Meliaceae","Sapindales","m3",2005,"VU","Swietenia macrophylla","threatened",37130.679
"688","Swietenia macrophylla","Meliaceae","Sapindales","m3",2006,"VU","Swietenia macrophylla","threatened",39149.146
"689","Swietenia macrophylla","Meliaceae","Sapindales","m3",2007,"VU","Swietenia macrophylla","threatened",30297.528
"690","Swietenia macrophylla","Meliaceae","Sapindales","m3",2008,"VU","Swietenia macrophylla","threatened",28215.790141212
"691","Swietenia macrophylla","Meliaceae","Sapindales","m3",2009,"VU","Swietenia macrophylla","threatened",12532.295
"692","Swietenia macrophylla","Meliaceae","Sapindales","m3",2010,"VU","Swietenia macrophylla","threatened",11803.797
"693","Swietenia macrophylla","Meliaceae","Sapindales","m3",2011,"VU","Swietenia macrophylla","threatened",7472.084
"694","Swietenia macrophylla","Meliaceae","Sapindales","m3",2012,"VU","Swietenia macrophylla","threatened",6657.843
"695","Swietenia macrophylla","Meliaceae","Sapindales","m3",2013,"VU","Swietenia macrophylla","threatened",8504.7337
"696","Swietenia macrophylla","Meliaceae","Sapindales","m3",2014,"VU","Swietenia macrophylla","threatened",5117.362
"697","Swietenia macrophylla","Meliaceae","Sapindales","m3",2015,"VU","Swietenia macrophylla","threatened",6471.5564
"698","Swietenia macrophylla","Meliaceae","Sapindales","m3",2016,"VU","Swietenia macrophylla","threatened",6512.995555
"699","Swietenia macrophylla","Meliaceae","Sapindales","m3",2017,"VU","Swietenia macrophylla","threatened",8321.16000240852
"700","Swietenia macrophylla","Meliaceae","Sapindales","m3",2018,"VU","Swietenia macrophylla","threatened",6032.494
"701","Swietenia macrophylla","Meliaceae","Sapindales","m3",2019,"VU","Swietenia macrophylla","threatened",2392.96
"702","Swietenia macrophylla","Meliaceae","Sapindales","m3",2020,"VU","Swietenia macrophylla","threatened",328.749
"703","Swietenia mahagoni","Meliaceae","Sapindales","m3",2000,"EN","Swietenia mahagoni","threatened",1.333
"704","Swietenia mahagoni","Meliaceae","Sapindales","m3",2001,"EN","Swietenia mahagoni","threatened",0
"705","Swietenia mahagoni","Meliaceae","Sapindales","m3",2002,"EN","Swietenia mahagoni","threatened",0
"706","Swietenia mahagoni","Meliaceae","Sapindales","m3",2003,"EN","Swietenia mahagoni","threatened",77.5702702702702
"707","Swietenia mahagoni","Meliaceae","Sapindales","m3",2004,"EN","Swietenia mahagoni","threatened",0
"708","Swietenia mahagoni","Meliaceae","Sapindales","m3",2005,"EN","Swietenia mahagoni","threatened",0
"709","Swietenia mahagoni","Meliaceae","Sapindales","m3",2006,"EN","Swietenia mahagoni","threatened",0
"710","Swietenia mahagoni","Meliaceae","Sapindales","m3",2007,"EN","Swietenia mahagoni","threatened",0
"711","Swietenia mahagoni","Meliaceae","Sapindales","m3",2008,"EN","Swietenia mahagoni","threatened",0
"712","Swietenia mahagoni","Meliaceae","Sapindales","m3",2009,"EN","Swietenia mahagoni","threatened",0
"713","Swietenia mahagoni","Meliaceae","Sapindales","m3",2010,"EN","Swietenia mahagoni","threatened",0
"714","Swietenia mahagoni","Meliaceae","Sapindales","m3",2011,"EN","Swietenia mahagoni","threatened",0
"715","Swietenia mahagoni","Meliaceae","Sapindales","m3",2012,"EN","Swietenia mahagoni","threatened",0
"716","Swietenia mahagoni","Meliaceae","Sapindales","m3",2013,"EN","Swietenia mahagoni","threatened",0
"717","Swietenia mahagoni","Meliaceae","Sapindales","m3",2014,"EN","Swietenia mahagoni","threatened",0
"718","Swietenia mahagoni","Meliaceae","Sapindales","m3",2015,"EN","Swietenia mahagoni","threatened",0
"719","Swietenia mahagoni","Meliaceae","Sapindales","m3",2016,"EN","Swietenia mahagoni","threatened",0
"720","Swietenia mahagoni","Meliaceae","Sapindales","m3",2017,"EN","Swietenia mahagoni","threatened",0
"721","Swietenia mahagoni","Meliaceae","Sapindales","m3",2018,"EN","Swietenia mahagoni","threatened",0
"722","Swietenia mahagoni","Meliaceae","Sapindales","m3",2019,"EN","Swietenia mahagoni","threatened",10.765
"723","Swietenia mahagoni","Meliaceae","Sapindales","m3",2020,"NT","Swietenia mahagoni","not threatened",0
"724","Taxus cuspidata","Taxaceae","Pinales","m3",2005,"LC","Taxus cuspidata","not threatened",0
"725","Taxus cuspidata","Taxaceae","Pinales","m3",2006,"LC","Taxus cuspidata","not threatened",0
"726","Taxus cuspidata","Taxaceae","Pinales","m3",2007,"LC","Taxus cuspidata","not threatened",50
"727","Taxus cuspidata","Taxaceae","Pinales","m3",2008,"LC","Taxus cuspidata","not threatened",0
"728","Taxus cuspidata","Taxaceae","Pinales","m3",2009,"LC","Taxus cuspidata","not threatened",0
"729","Taxus cuspidata","Taxaceae","Pinales","m3",2010,"LC","Taxus cuspidata","not threatened",0
"730","Taxus cuspidata","Taxaceae","Pinales","m3",2011,"LC","Taxus cuspidata","not threatened",15000
"731","Taxus cuspidata","Taxaceae","Pinales","m3",2012,"LC","Taxus cuspidata","not threatened",0.0092
"732","Taxus cuspidata","Taxaceae","Pinales","m3",2013,"LC","Taxus cuspidata","not threatened",9200
"733","Taxus cuspidata","Taxaceae","Pinales","m3",2014,"LC","Taxus cuspidata","not threatened",4600
"734","Taxus cuspidata","Taxaceae","Pinales","m3",2015,"LC","Taxus cuspidata","not threatened",0
"735","Taxus cuspidata","Taxaceae","Pinales","m3",2016,"LC","Taxus cuspidata","not threatened",100
"736","Taxus cuspidata","Taxaceae","Pinales","m3",2017,"LC","Taxus cuspidata","not threatened",0
"737","Taxus cuspidata","Taxaceae","Pinales","m3",2018,"LC","Taxus cuspidata","not threatened",0
"738","Taxus cuspidata","Taxaceae","Pinales","m3",2019,"LC","Taxus cuspidata","not threatened",0
"739","Taxus cuspidata","Taxaceae","Pinales","m3",2020,"LC","Taxus cuspidata","not threatened",0
