"","Taxon","Family","order_new","Year","Clean_code","IUCNName","n"
"15309","Tainia cordifolia","Orchidaceae","Asparagales",2010,"NE","Tainia cordifolia",0
"15310","Tainia cordifolia","Orchidaceae","Asparagales",2011,"NE","Tainia cordifolia",0
"15311","Tainia cordifolia","Orchidaceae","Asparagales",2012,"NE","Tainia cordifolia",0
"15312","Tainia cordifolia","Orchidaceae","Asparagales",2013,"NE","Tainia cordifolia",0
"15313","Tainia cordifolia","Orchidaceae","Asparagales",2014,"NE","Tainia cordifolia",0
"15314","Tainia cordifolia","Orchidaceae","Asparagales",2015,"NE","Tainia cordifolia",0
"15315","Tainia cordifolia","Orchidaceae","Asparagales",2016,"NE","Tainia cordifolia",0
"15316","Tainia cordifolia","Orchidaceae","Asparagales",2017,"NE","Tainia cordifolia",0
"15317","Tainia cordifolia","Orchidaceae","Asparagales",2018,"NE","Tainia cordifolia",0
"15318","Tainia cordifolia","Orchidaceae","Asparagales",2019,"NE","Tainia cordifolia",0
"15319","Tainia cordifolia","Orchidaceae","Asparagales",2020,"NE","Tainia cordifolia",0
"15320","Thecostele alata","Orchidaceae","Asparagales",2000,"NE","Thecostele alata",0
"15321","Thecostele alata","Orchidaceae","Asparagales",2001,"NE","Thecostele alata",0
"15322","Thecostele alata","Orchidaceae","Asparagales",2002,"NE","Thecostele alata",0
"15323","Thecostele alata","Orchidaceae","Asparagales",2003,"NE","Thecostele alata",1
"15324","Thecostele alata","Orchidaceae","Asparagales",2004,"NE","Thecostele alata",0
"15325","Thecostele alata","Orchidaceae","Asparagales",2005,"NE","Thecostele alata",0
"15326","Thecostele alata","Orchidaceae","Asparagales",2006,"NE","Thecostele alata",0
"15327","Thecostele alata","Orchidaceae","Asparagales",2007,"NE","Thecostele alata",0
"15328","Thecostele alata","Orchidaceae","Asparagales",2008,"NE","Thecostele alata",0
"15329","Thecostele alata","Orchidaceae","Asparagales",2009,"NE","Thecostele alata",0
"15330","Thecostele alata","Orchidaceae","Asparagales",2010,"NE","Thecostele alata",0
"15331","Thecostele alata","Orchidaceae","Asparagales",2011,"NE","Thecostele alata",0
"15332","Thecostele alata","Orchidaceae","Asparagales",2012,"NE","Thecostele alata",0
"15333","Thecostele alata","Orchidaceae","Asparagales",2013,"NE","Thecostele alata",0
"15334","Thecostele alata","Orchidaceae","Asparagales",2014,"NE","Thecostele alata",0
"15335","Thecostele alata","Orchidaceae","Asparagales",2015,"NE","Thecostele alata",0
"15336","Thecostele alata","Orchidaceae","Asparagales",2016,"NE","Thecostele alata",0
"15337","Thecostele alata","Orchidaceae","Asparagales",2017,"NE","Thecostele alata",0
"15338","Thecostele alata","Orchidaceae","Asparagales",2018,"NE","Thecostele alata",0
"15339","Thecostele alata","Orchidaceae","Asparagales",2019,"NE","Thecostele alata",0
"15340","Thecostele alata","Orchidaceae","Asparagales",2020,"NE","Thecostele alata",0
"15341","Thrixspermum centipeda","Orchidaceae","Asparagales",2000,"NE","Thrixspermum centipeda",0
"15342","Thrixspermum centipeda","Orchidaceae","Asparagales",2001,"NE","Thrixspermum centipeda",0
"15343","Thrixspermum centipeda","Orchidaceae","Asparagales",2002,"NE","Thrixspermum centipeda",0
"15344","Thrixspermum centipeda","Orchidaceae","Asparagales",2003,"NE","Thrixspermum centipeda",10
"15345","Thrixspermum centipeda","Orchidaceae","Asparagales",2004,"NE","Thrixspermum centipeda",0
"15346","Thrixspermum centipeda","Orchidaceae","Asparagales",2005,"NE","Thrixspermum centipeda",0
"15347","Thrixspermum centipeda","Orchidaceae","Asparagales",2006,"NE","Thrixspermum centipeda",0
"15348","Thrixspermum centipeda","Orchidaceae","Asparagales",2007,"NE","Thrixspermum centipeda",0
"15349","Thrixspermum centipeda","Orchidaceae","Asparagales",2008,"NE","Thrixspermum centipeda",0
"15350","Thrixspermum centipeda","Orchidaceae","Asparagales",2009,"NE","Thrixspermum centipeda",0
"15351","Thrixspermum centipeda","Orchidaceae","Asparagales",2010,"NE","Thrixspermum centipeda",0
"15352","Thrixspermum centipeda","Orchidaceae","Asparagales",2011,"NE","Thrixspermum centipeda",0
"15353","Thrixspermum centipeda","Orchidaceae","Asparagales",2012,"NE","Thrixspermum centipeda",0
"15354","Thrixspermum centipeda","Orchidaceae","Asparagales",2013,"NE","Thrixspermum centipeda",0
"15355","Thrixspermum centipeda","Orchidaceae","Asparagales",2014,"NE","Thrixspermum centipeda",0
"15356","Thrixspermum centipeda","Orchidaceae","Asparagales",2015,"NE","Thrixspermum centipeda",0
"15357","Thrixspermum centipeda","Orchidaceae","Asparagales",2016,"NE","Thrixspermum centipeda",0
"15358","Thrixspermum centipeda","Orchidaceae","Asparagales",2017,"NE","Thrixspermum centipeda",0
"15359","Thrixspermum centipeda","Orchidaceae","Asparagales",2018,"NE","Thrixspermum centipeda",0
"15360","Thrixspermum centipeda","Orchidaceae","Asparagales",2019,"NE","Thrixspermum centipeda",0
"15361","Thrixspermum centipeda","Orchidaceae","Asparagales",2020,"NE","Thrixspermum centipeda",0
"15362","Trichocentrum ascendens","Orchidaceae","Asparagales",2000,"NE","Trichocentrum ascendens",0
"15363","Trichocentrum ascendens","Orchidaceae","Asparagales",2001,"NE","Trichocentrum ascendens",0
"15364","Trichocentrum ascendens","Orchidaceae","Asparagales",2002,"NE","Trichocentrum ascendens",26
"15365","Trichocentrum ascendens","Orchidaceae","Asparagales",2003,"NE","Trichocentrum ascendens",105
"15366","Trichocentrum ascendens","Orchidaceae","Asparagales",2004,"NE","Trichocentrum ascendens",116
"15367","Trichocentrum ascendens","Orchidaceae","Asparagales",2005,"NE","Trichocentrum ascendens",25
"15368","Trichocentrum ascendens","Orchidaceae","Asparagales",2006,"NE","Trichocentrum ascendens",0
"15369","Trichocentrum ascendens","Orchidaceae","Asparagales",2007,"NE","Trichocentrum ascendens",0
"15370","Trichocentrum ascendens","Orchidaceae","Asparagales",2008,"NE","Trichocentrum ascendens",0
"15371","Trichocentrum ascendens","Orchidaceae","Asparagales",2009,"NE","Trichocentrum ascendens",0
"15372","Trichocentrum ascendens","Orchidaceae","Asparagales",2010,"NE","Trichocentrum ascendens",0
"15373","Trichocentrum ascendens","Orchidaceae","Asparagales",2011,"NE","Trichocentrum ascendens",0
"15374","Trichocentrum ascendens","Orchidaceae","Asparagales",2012,"NE","Trichocentrum ascendens",0
"15375","Trichocentrum ascendens","Orchidaceae","Asparagales",2013,"NE","Trichocentrum ascendens",0
"15376","Trichocentrum ascendens","Orchidaceae","Asparagales",2014,"NE","Trichocentrum ascendens",0
"15377","Trichocentrum ascendens","Orchidaceae","Asparagales",2015,"NE","Trichocentrum ascendens",0
"15378","Trichocentrum ascendens","Orchidaceae","Asparagales",2016,"NE","Trichocentrum ascendens",0
"15379","Trichocentrum ascendens","Orchidaceae","Asparagales",2017,"NE","Trichocentrum ascendens",0
"15380","Trichocentrum ascendens","Orchidaceae","Asparagales",2018,"NE","Trichocentrum ascendens",0
"15381","Trichocentrum ascendens","Orchidaceae","Asparagales",2019,"NE","Trichocentrum ascendens",0
"15382","Trichocentrum ascendens","Orchidaceae","Asparagales",2020,"NE","Trichocentrum ascendens",0
"15383","Trichocentrum lindenii","Orchidaceae","Asparagales",2000,"NE","Trichocentrum lindenii",0
"15384","Trichocentrum lindenii","Orchidaceae","Asparagales",2001,"NE","Trichocentrum lindenii",0
"15385","Trichocentrum lindenii","Orchidaceae","Asparagales",2002,"NE","Trichocentrum lindenii",5
"15386","Trichocentrum lindenii","Orchidaceae","Asparagales",2003,"NE","Trichocentrum lindenii",285
"15387","Trichocentrum lindenii","Orchidaceae","Asparagales",2004,"NE","Trichocentrum lindenii",100
"15388","Trichocentrum lindenii","Orchidaceae","Asparagales",2005,"NE","Trichocentrum lindenii",0
"15389","Trichocentrum lindenii","Orchidaceae","Asparagales",2006,"NE","Trichocentrum lindenii",0
"15390","Trichocentrum lindenii","Orchidaceae","Asparagales",2007,"NE","Trichocentrum lindenii",0
"15391","Trichocentrum lindenii","Orchidaceae","Asparagales",2008,"NE","Trichocentrum lindenii",0
"15392","Trichocentrum lindenii","Orchidaceae","Asparagales",2009,"NE","Trichocentrum lindenii",0
"15393","Trichocentrum lindenii","Orchidaceae","Asparagales",2010,"NE","Trichocentrum lindenii",0
"15394","Trichocentrum lindenii","Orchidaceae","Asparagales",2011,"NE","Trichocentrum lindenii",0
"15395","Trichocentrum lindenii","Orchidaceae","Asparagales",2012,"NE","Trichocentrum lindenii",0
"15396","Trichocentrum lindenii","Orchidaceae","Asparagales",2013,"NE","Trichocentrum lindenii",0
"15397","Trichocentrum lindenii","Orchidaceae","Asparagales",2014,"NE","Trichocentrum lindenii",0
"15398","Trichocentrum lindenii","Orchidaceae","Asparagales",2015,"NE","Trichocentrum lindenii",0
"15399","Trichocentrum lindenii","Orchidaceae","Asparagales",2016,"NE","Trichocentrum lindenii",0
"15400","Trichocentrum lindenii","Orchidaceae","Asparagales",2017,"NE","Trichocentrum lindenii",0
"15401","Trichocentrum lindenii","Orchidaceae","Asparagales",2018,"NE","Trichocentrum lindenii",0
"15402","Trichocentrum lindenii","Orchidaceae","Asparagales",2019,"NE","Trichocentrum lindenii",0
"15403","Trichocentrum lindenii","Orchidaceae","Asparagales",2020,"NE","Trichocentrum lindenii",0
"15404","Trichocentrum panduratum","Orchidaceae","Asparagales",2000,"NE","Trichocentrum panduratum",2
"15405","Trichocentrum panduratum","Orchidaceae","Asparagales",2001,"NE","Trichocentrum panduratum",0
"15406","Trichocentrum panduratum","Orchidaceae","Asparagales",2002,"NE","Trichocentrum panduratum",0
"15407","Trichocentrum panduratum","Orchidaceae","Asparagales",2003,"NE","Trichocentrum panduratum",0
"15408","Trichocentrum panduratum","Orchidaceae","Asparagales",2004,"NE","Trichocentrum panduratum",0
"15409","Trichocentrum panduratum","Orchidaceae","Asparagales",2005,"NE","Trichocentrum panduratum",0
"15410","Trichocentrum panduratum","Orchidaceae","Asparagales",2006,"NE","Trichocentrum panduratum",0
"15411","Trichocentrum panduratum","Orchidaceae","Asparagales",2007,"NE","Trichocentrum panduratum",0
"15412","Trichocentrum panduratum","Orchidaceae","Asparagales",2008,"NE","Trichocentrum panduratum",0
"15413","Trichocentrum panduratum","Orchidaceae","Asparagales",2009,"NE","Trichocentrum panduratum",0
"15414","Trichocentrum panduratum","Orchidaceae","Asparagales",2010,"NE","Trichocentrum panduratum",0
"15415","Trichocentrum panduratum","Orchidaceae","Asparagales",2011,"NE","Trichocentrum panduratum",0
"15416","Trichocentrum panduratum","Orchidaceae","Asparagales",2012,"NE","Trichocentrum panduratum",0
"15417","Trichocentrum panduratum","Orchidaceae","Asparagales",2013,"NE","Trichocentrum panduratum",0
"15418","Trichocentrum panduratum","Orchidaceae","Asparagales",2014,"NE","Trichocentrum panduratum",0
"15419","Trichocentrum panduratum","Orchidaceae","Asparagales",2015,"NE","Trichocentrum panduratum",0
"15420","Trichocentrum panduratum","Orchidaceae","Asparagales",2016,"NE","Trichocentrum panduratum",0
"15421","Trichocentrum panduratum","Orchidaceae","Asparagales",2017,"NE","Trichocentrum panduratum",0
"15422","Trichocentrum panduratum","Orchidaceae","Asparagales",2018,"NE","Trichocentrum panduratum",0
"15423","Trichocentrum panduratum","Orchidaceae","Asparagales",2019,"NE","Trichocentrum panduratum",0
"15424","Trichocentrum panduratum","Orchidaceae","Asparagales",2020,"NE","Trichocentrum panduratum",0
"15425","Trichocentrum undulatum","Orchidaceae","Asparagales",2000,"NE","Trichocentrum undulatum",0
"15426","Trichocentrum undulatum","Orchidaceae","Asparagales",2001,"NE","Trichocentrum undulatum",0
"15427","Trichocentrum undulatum","Orchidaceae","Asparagales",2002,"NE","Trichocentrum undulatum",0
"15428","Trichocentrum undulatum","Orchidaceae","Asparagales",2003,"NE","Trichocentrum undulatum",0
"15429","Trichocentrum undulatum","Orchidaceae","Asparagales",2004,"NE","Trichocentrum undulatum",0
"15430","Trichocentrum undulatum","Orchidaceae","Asparagales",2005,"NE","Trichocentrum undulatum",0
"15431","Trichocentrum undulatum","Orchidaceae","Asparagales",2006,"NE","Trichocentrum undulatum",0
"15432","Trichocentrum undulatum","Orchidaceae","Asparagales",2007,"NE","Trichocentrum undulatum",0
"15433","Trichocentrum undulatum","Orchidaceae","Asparagales",2008,"NE","Trichocentrum undulatum",0
"15434","Trichocentrum undulatum","Orchidaceae","Asparagales",2009,"NE","Trichocentrum undulatum",0
"15435","Trichocentrum undulatum","Orchidaceae","Asparagales",2010,"NE","Trichocentrum undulatum",0
"15436","Trichocentrum undulatum","Orchidaceae","Asparagales",2011,"NE","Trichocentrum undulatum",0
"15437","Trichocentrum undulatum","Orchidaceae","Asparagales",2012,"NE","Trichocentrum undulatum",0
"15438","Trichocentrum undulatum","Orchidaceae","Asparagales",2013,"NE","Trichocentrum undulatum",0
"15439","Trichocentrum undulatum","Orchidaceae","Asparagales",2014,"NE","Trichocentrum undulatum",0
"15440","Trichocentrum undulatum","Orchidaceae","Asparagales",2015,"NE","Trichocentrum undulatum",0
"15441","Trichocentrum undulatum","Orchidaceae","Asparagales",2016,"NE","Trichocentrum undulatum",0
"15442","Trichocentrum undulatum","Orchidaceae","Asparagales",2017,"NE","Trichocentrum undulatum",20
"15443","Trichocentrum undulatum","Orchidaceae","Asparagales",2018,"NE","Trichocentrum undulatum",0
"15444","Trichocentrum undulatum","Orchidaceae","Asparagales",2019,"NE","Trichocentrum undulatum",0
"15445","Trichocentrum undulatum","Orchidaceae","Asparagales",2020,"NE","Trichocentrum undulatum",0
"15446","Trichoceros antennifer","Orchidaceae","Asparagales",2000,"NE","Trichoceros antennifer",0
"15447","Trichoceros antennifer","Orchidaceae","Asparagales",2001,"NE","Trichoceros antennifer",30
"15448","Trichoceros antennifer","Orchidaceae","Asparagales",2002,"NE","Trichoceros antennifer",0
"15449","Trichoceros antennifer","Orchidaceae","Asparagales",2003,"NE","Trichoceros antennifer",0
"15450","Trichoceros antennifer","Orchidaceae","Asparagales",2004,"NE","Trichoceros antennifer",0
"15451","Trichoceros antennifer","Orchidaceae","Asparagales",2005,"NE","Trichoceros antennifer",0
"15452","Trichoceros antennifer","Orchidaceae","Asparagales",2006,"NE","Trichoceros antennifer",0
"15453","Trichoceros antennifer","Orchidaceae","Asparagales",2007,"NE","Trichoceros antennifer",0
"15454","Trichoceros antennifer","Orchidaceae","Asparagales",2008,"NE","Trichoceros antennifer",0
"15455","Trichoceros antennifer","Orchidaceae","Asparagales",2009,"NE","Trichoceros antennifer",0
"15456","Trichoceros antennifer","Orchidaceae","Asparagales",2010,"NE","Trichoceros antennifer",0
"15457","Trichoceros antennifer","Orchidaceae","Asparagales",2011,"NE","Trichoceros antennifer",0
"15458","Trichoceros antennifer","Orchidaceae","Asparagales",2012,"NE","Trichoceros antennifer",0
"15459","Trichoceros antennifer","Orchidaceae","Asparagales",2013,"NE","Trichoceros antennifer",0
"15460","Trichoceros antennifer","Orchidaceae","Asparagales",2014,"NE","Trichoceros antennifer",0
"15461","Trichoceros antennifer","Orchidaceae","Asparagales",2015,"NE","Trichoceros antennifer",0
"15462","Trichoceros antennifer","Orchidaceae","Asparagales",2016,"NE","Trichoceros antennifer",0
"15463","Trichoceros antennifer","Orchidaceae","Asparagales",2017,"NE","Trichoceros antennifer",0
"15464","Trichoceros antennifer","Orchidaceae","Asparagales",2018,"NE","Trichoceros antennifer",0
"15465","Trichoceros antennifer","Orchidaceae","Asparagales",2019,"NE","Trichoceros antennifer",0
"15466","Trichoceros antennifer","Orchidaceae","Asparagales",2020,"NE","Trichoceros antennifer",0
"15467","Trichoglottis fasciata","Orchidaceae","Asparagales",2000,"NE","Trichoglottis fasciata",0
"15468","Trichoglottis fasciata","Orchidaceae","Asparagales",2001,"NE","Trichoglottis fasciata",0
"15469","Trichoglottis fasciata","Orchidaceae","Asparagales",2002,"NE","Trichoglottis fasciata",10
"15470","Trichoglottis fasciata","Orchidaceae","Asparagales",2003,"NE","Trichoglottis fasciata",9
"15471","Trichoglottis fasciata","Orchidaceae","Asparagales",2004,"NE","Trichoglottis fasciata",0
"15472","Trichoglottis fasciata","Orchidaceae","Asparagales",2005,"NE","Trichoglottis fasciata",0
"15473","Trichoglottis fasciata","Orchidaceae","Asparagales",2006,"NE","Trichoglottis fasciata",0
"15474","Trichoglottis fasciata","Orchidaceae","Asparagales",2007,"NE","Trichoglottis fasciata",0
"15475","Trichoglottis fasciata","Orchidaceae","Asparagales",2008,"NE","Trichoglottis fasciata",0
"15476","Trichoglottis fasciata","Orchidaceae","Asparagales",2009,"NE","Trichoglottis fasciata",0
"15477","Trichoglottis fasciata","Orchidaceae","Asparagales",2010,"NE","Trichoglottis fasciata",0
"15478","Trichoglottis fasciata","Orchidaceae","Asparagales",2011,"NE","Trichoglottis fasciata",0
"15479","Trichoglottis fasciata","Orchidaceae","Asparagales",2012,"NE","Trichoglottis fasciata",0
"15480","Trichoglottis fasciata","Orchidaceae","Asparagales",2013,"NE","Trichoglottis fasciata",0
"15481","Trichoglottis fasciata","Orchidaceae","Asparagales",2014,"NE","Trichoglottis fasciata",0
"15482","Trichoglottis fasciata","Orchidaceae","Asparagales",2015,"NE","Trichoglottis fasciata",0
"15483","Trichoglottis fasciata","Orchidaceae","Asparagales",2016,"NE","Trichoglottis fasciata",0
"15484","Trichoglottis fasciata","Orchidaceae","Asparagales",2017,"NE","Trichoglottis fasciata",0
"15485","Trichoglottis fasciata","Orchidaceae","Asparagales",2018,"NE","Trichoglottis fasciata",0
"15486","Trichoglottis fasciata","Orchidaceae","Asparagales",2019,"NE","Trichoglottis fasciata",0
"15487","Trichoglottis fasciata","Orchidaceae","Asparagales",2020,"NE","Trichoglottis fasciata",0
"15488","Trichoglottis retusa","Orchidaceae","Asparagales",2000,"NE","Trichoglottis retusa",0
"15489","Trichoglottis retusa","Orchidaceae","Asparagales",2001,"NE","Trichoglottis retusa",0
"15490","Trichoglottis retusa","Orchidaceae","Asparagales",2002,"NE","Trichoglottis retusa",10
"15491","Trichoglottis retusa","Orchidaceae","Asparagales",2003,"NE","Trichoglottis retusa",8
"15492","Trichoglottis retusa","Orchidaceae","Asparagales",2004,"NE","Trichoglottis retusa",0
"15493","Trichoglottis retusa","Orchidaceae","Asparagales",2005,"NE","Trichoglottis retusa",0
"15494","Trichoglottis retusa","Orchidaceae","Asparagales",2006,"NE","Trichoglottis retusa",0
"15495","Trichoglottis retusa","Orchidaceae","Asparagales",2007,"NE","Trichoglottis retusa",0
"15496","Trichoglottis retusa","Orchidaceae","Asparagales",2008,"NE","Trichoglottis retusa",0
"15497","Trichoglottis retusa","Orchidaceae","Asparagales",2009,"NE","Trichoglottis retusa",0
"15498","Trichoglottis retusa","Orchidaceae","Asparagales",2010,"NE","Trichoglottis retusa",0
"15499","Trichoglottis retusa","Orchidaceae","Asparagales",2011,"NE","Trichoglottis retusa",0
"15500","Trichoglottis retusa","Orchidaceae","Asparagales",2012,"NE","Trichoglottis retusa",0
"15501","Trichoglottis retusa","Orchidaceae","Asparagales",2013,"NE","Trichoglottis retusa",0
"15502","Trichoglottis retusa","Orchidaceae","Asparagales",2014,"NE","Trichoglottis retusa",0
"15503","Trichoglottis retusa","Orchidaceae","Asparagales",2015,"NE","Trichoglottis retusa",0
"15504","Trichoglottis retusa","Orchidaceae","Asparagales",2016,"NE","Trichoglottis retusa",0
"15505","Trichoglottis retusa","Orchidaceae","Asparagales",2017,"NE","Trichoglottis retusa",0
"15506","Trichoglottis retusa","Orchidaceae","Asparagales",2018,"NE","Trichoglottis retusa",0
"15507","Trichoglottis retusa","Orchidaceae","Asparagales",2019,"NE","Trichoglottis retusa",0
"15508","Trichoglottis retusa","Orchidaceae","Asparagales",2020,"NE","Trichoglottis retusa",0
"15509","Trichopilia tortilis","Orchidaceae","Asparagales",2000,"NE","Trichopilia tortilis",0
"15510","Trichopilia tortilis","Orchidaceae","Asparagales",2001,"NE","Trichopilia tortilis",4
"15511","Trichopilia tortilis","Orchidaceae","Asparagales",2002,"NE","Trichopilia tortilis",0
"15512","Trichopilia tortilis","Orchidaceae","Asparagales",2003,"NE","Trichopilia tortilis",0
"15513","Trichopilia tortilis","Orchidaceae","Asparagales",2004,"NE","Trichopilia tortilis",0
"15514","Trichopilia tortilis","Orchidaceae","Asparagales",2005,"NE","Trichopilia tortilis",0
"15515","Trichopilia tortilis","Orchidaceae","Asparagales",2006,"NE","Trichopilia tortilis",0
"15516","Trichopilia tortilis","Orchidaceae","Asparagales",2007,"NE","Trichopilia tortilis",0
"15517","Trichopilia tortilis","Orchidaceae","Asparagales",2008,"NE","Trichopilia tortilis",0
"15518","Trichopilia tortilis","Orchidaceae","Asparagales",2009,"NE","Trichopilia tortilis",0
"15519","Trichopilia tortilis","Orchidaceae","Asparagales",2010,"NE","Trichopilia tortilis",0
"15520","Trichopilia tortilis","Orchidaceae","Asparagales",2011,"NE","Trichopilia tortilis",0
"15521","Trichopilia tortilis","Orchidaceae","Asparagales",2012,"NE","Trichopilia tortilis",0
"15522","Trichopilia tortilis","Orchidaceae","Asparagales",2013,"NE","Trichopilia tortilis",0
"15523","Trichopilia tortilis","Orchidaceae","Asparagales",2014,"NE","Trichopilia tortilis",0
"15524","Trichopilia tortilis","Orchidaceae","Asparagales",2015,"NE","Trichopilia tortilis",0
"15525","Trichopilia tortilis","Orchidaceae","Asparagales",2016,"NE","Trichopilia tortilis",0
"15526","Trichopilia tortilis","Orchidaceae","Asparagales",2017,"NE","Trichopilia tortilis",0
"15527","Trichopilia tortilis","Orchidaceae","Asparagales",2018,"NE","Trichopilia tortilis",0
"15528","Trichopilia tortilis","Orchidaceae","Asparagales",2019,"NE","Trichopilia tortilis",0
"15529","Trichopilia tortilis","Orchidaceae","Asparagales",2020,"NE","Trichopilia tortilis",0
"15530","Vanda bensonii","Orchidaceae","Asparagales",2000,"NE","Vanda bensonii",0
"15531","Vanda bensonii","Orchidaceae","Asparagales",2001,"NE","Vanda bensonii",0
"15532","Vanda bensonii","Orchidaceae","Asparagales",2002,"NE","Vanda bensonii",0
"15533","Vanda bensonii","Orchidaceae","Asparagales",2003,"NE","Vanda bensonii",1
"15534","Vanda bensonii","Orchidaceae","Asparagales",2004,"NE","Vanda bensonii",0
"15535","Vanda bensonii","Orchidaceae","Asparagales",2005,"NE","Vanda bensonii",0
"15536","Vanda bensonii","Orchidaceae","Asparagales",2006,"NE","Vanda bensonii",0
"15537","Vanda bensonii","Orchidaceae","Asparagales",2007,"NE","Vanda bensonii",0
"15538","Vanda bensonii","Orchidaceae","Asparagales",2008,"NE","Vanda bensonii",0
"15539","Vanda bensonii","Orchidaceae","Asparagales",2009,"NE","Vanda bensonii",0
"15540","Vanda bensonii","Orchidaceae","Asparagales",2010,"NE","Vanda bensonii",0
"15541","Vanda bensonii","Orchidaceae","Asparagales",2011,"NE","Vanda bensonii",0
"15542","Vanda bensonii","Orchidaceae","Asparagales",2012,"NE","Vanda bensonii",0
"15543","Vanda bensonii","Orchidaceae","Asparagales",2013,"NE","Vanda bensonii",0
"15544","Vanda bensonii","Orchidaceae","Asparagales",2014,"NE","Vanda bensonii",0
"15545","Vanda bensonii","Orchidaceae","Asparagales",2015,"NE","Vanda bensonii",0
"15546","Vanda bensonii","Orchidaceae","Asparagales",2016,"NE","Vanda bensonii",0
"15547","Vanda bensonii","Orchidaceae","Asparagales",2017,"NE","Vanda bensonii",0
"15548","Vanda bensonii","Orchidaceae","Asparagales",2018,"NE","Vanda bensonii",0
"15549","Vanda bensonii","Orchidaceae","Asparagales",2019,"NE","Vanda bensonii",0
"15550","Vanda bensonii","Orchidaceae","Asparagales",2020,"NE","Vanda bensonii",0
"15551","Vanda bidupensis","Orchidaceae","Asparagales",2000,"NE","Vanda bidupensis",0
"15552","Vanda bidupensis","Orchidaceae","Asparagales",2001,"NE","Vanda bidupensis",0
"15553","Vanda bidupensis","Orchidaceae","Asparagales",2002,"NE","Vanda bidupensis",0
"15554","Vanda bidupensis","Orchidaceae","Asparagales",2003,"NE","Vanda bidupensis",3
"15555","Vanda bidupensis","Orchidaceae","Asparagales",2004,"NE","Vanda bidupensis",0
"15556","Vanda bidupensis","Orchidaceae","Asparagales",2005,"NE","Vanda bidupensis",0
"15557","Vanda bidupensis","Orchidaceae","Asparagales",2006,"NE","Vanda bidupensis",0
"15558","Vanda bidupensis","Orchidaceae","Asparagales",2007,"NE","Vanda bidupensis",0
"15559","Vanda bidupensis","Orchidaceae","Asparagales",2008,"NE","Vanda bidupensis",0
"15560","Vanda bidupensis","Orchidaceae","Asparagales",2009,"NE","Vanda bidupensis",0
"15561","Vanda bidupensis","Orchidaceae","Asparagales",2010,"NE","Vanda bidupensis",0
"15562","Vanda bidupensis","Orchidaceae","Asparagales",2011,"NE","Vanda bidupensis",0
"15563","Vanda bidupensis","Orchidaceae","Asparagales",2012,"NE","Vanda bidupensis",0
"15564","Vanda bidupensis","Orchidaceae","Asparagales",2013,"NE","Vanda bidupensis",0
"15565","Vanda bidupensis","Orchidaceae","Asparagales",2014,"NE","Vanda bidupensis",0
"15566","Vanda bidupensis","Orchidaceae","Asparagales",2015,"NE","Vanda bidupensis",0
"15567","Vanda bidupensis","Orchidaceae","Asparagales",2016,"NE","Vanda bidupensis",0
"15568","Vanda bidupensis","Orchidaceae","Asparagales",2017,"NE","Vanda bidupensis",0
"15569","Vanda bidupensis","Orchidaceae","Asparagales",2018,"NE","Vanda bidupensis",0
"15570","Vanda bidupensis","Orchidaceae","Asparagales",2019,"NE","Vanda bidupensis",0
"15571","Vanda bidupensis","Orchidaceae","Asparagales",2020,"NE","Vanda bidupensis",0
"15572","Vanda coerulea","Orchidaceae","Asparagales",2000,"NE","Vanda coerulea",0
"15573","Vanda coerulea","Orchidaceae","Asparagales",2001,"NE","Vanda coerulea",0
"15574","Vanda coerulea","Orchidaceae","Asparagales",2002,"NE","Vanda coerulea",0
"15575","Vanda coerulea","Orchidaceae","Asparagales",2003,"NE","Vanda coerulea",0
"15576","Vanda coerulea","Orchidaceae","Asparagales",2004,"NE","Vanda coerulea",0
"15577","Vanda coerulea","Orchidaceae","Asparagales",2005,"NE","Vanda coerulea",0
"15578","Vanda coerulea","Orchidaceae","Asparagales",2006,"NE","Vanda coerulea",0
"15579","Vanda coerulea","Orchidaceae","Asparagales",2007,"NE","Vanda coerulea",0
"15580","Vanda coerulea","Orchidaceae","Asparagales",2008,"NE","Vanda coerulea",0
"15581","Vanda coerulea","Orchidaceae","Asparagales",2009,"NE","Vanda coerulea",7
"15582","Vanda coerulea","Orchidaceae","Asparagales",2010,"NE","Vanda coerulea",0
"15583","Vanda coerulea","Orchidaceae","Asparagales",2011,"NE","Vanda coerulea",0
"15584","Vanda coerulea","Orchidaceae","Asparagales",2012,"NE","Vanda coerulea",0
"15585","Vanda coerulea","Orchidaceae","Asparagales",2013,"NE","Vanda coerulea",0
"15586","Vanda coerulea","Orchidaceae","Asparagales",2014,"NE","Vanda coerulea",0
"15587","Vanda coerulea","Orchidaceae","Asparagales",2015,"NE","Vanda coerulea",0
"15588","Vanda coerulea","Orchidaceae","Asparagales",2016,"NE","Vanda coerulea",0
"15589","Vanda coerulea","Orchidaceae","Asparagales",2017,"NE","Vanda coerulea",0
"15590","Vanda coerulea","Orchidaceae","Asparagales",2018,"NE","Vanda coerulea",0
"15591","Vanda coerulea","Orchidaceae","Asparagales",2019,"NE","Vanda coerulea",0
"15592","Vanda coerulea","Orchidaceae","Asparagales",2020,"NE","Vanda coerulea",0
"15593","Vanda coerulescens","Orchidaceae","Asparagales",2000,"NE","Vanda coerulescens",0
"15594","Vanda coerulescens","Orchidaceae","Asparagales",2001,"NE","Vanda coerulescens",0
"15595","Vanda coerulescens","Orchidaceae","Asparagales",2002,"NE","Vanda coerulescens",0
